layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.19628906
layer1.0.conv2_1x1,0.20483398
layer1.0.conv3_3x3,0.4116482
layer1.0.conv4_1x1,0.18017578
layer1.0.conv5_1x1,0.19726562
layer1.0.shortcut.0,0.20581055
layer2.0.conv1_1x1,0.37817383
layer2.0.conv2_1x1,0.27868652
layer2.0.conv3_3x3,0.5980632
layer2.0.conv4_1x1,0.2617798
layer2.0.conv5_1x1,0.29188538
layer2.0.shortcut.0,0.4156952
layer3.0.conv1_1x1,0.5255585
layer3.0.conv2_1x1,0.38153076
layer3.0.conv3_3x3,0.71829057
layer3.0.conv4_1x1,0.33895874
layer3.0.conv5_1x1,0.40700912
layer3.0.shortcut.0,0.5777416
layer3.1.conv1_1x1,0.63284683
layer3.1.conv2_1x1,0.35546875
layer3.1.conv3_3x3,0.6513265
layer3.1.conv4_1x1,0.31478882
layer3.1.conv5_1x1,0.4063797
layer4.0.conv1_1x1,0.60560036
layer4.0.conv2_1x1,0.47394562
layer4.0.conv3_3x3,0.8772439
layer4.0.conv4_1x1,0.55459976
layer4.0.conv5_1x1,0.6215687
layer4.0.shortcut.0,0.8508773
linear,0.0
