layer_names,pr
conv1,0.0
layer1.0.conv1,0.50024414
layer1.0.conv2,0.6060927
layer1.0.conv3,0.48535156
layer1.0.shortcut.0,0.49908447
layer1.1.conv1,0.60272217
layer1.1.conv2,0.7096083
layer1.1.conv3,0.6062622
layer1.2.conv1,0.6129761
layer1.2.conv2,0.7153863
layer1.2.conv3,0.6314697
layer2.0.conv1,0.5262146
layer2.0.conv2,0.70133466
layer2.0.conv3,0.5574188
layer2.0.shortcut.0,0.657753
layer2.1.conv1,0.7263336
layer2.1.conv2,0.6751438
layer2.1.conv3,0.5862732
layer2.2.conv1,0.6878662
layer2.2.conv2,0.67903644
layer2.2.conv3,0.61943054
layer2.3.conv1,0.6598511
layer2.3.conv2,0.67511666
layer2.3.conv3,0.64019775
layer3.0.conv1,0.5970459
layer3.0.conv2,0.7965122
layer3.0.conv3,0.65849304
layer3.0.shortcut.0,0.83483124
layer3.1.conv1,0.85084534
layer3.1.conv2,0.76259017
layer3.1.conv3,0.65571976
layer3.2.conv1,0.76690674
layer3.2.conv2,0.73384094
layer3.2.conv3,0.6837654
layer3.3.conv1,0.72665405
layer3.3.conv2,0.74612594
layer3.3.conv3,0.7244873
layer3.4.conv1,0.7068863
layer3.4.conv2,0.76155597
layer3.4.conv3,0.7815399
layer3.5.conv1,0.70814514
layer3.5.conv2,0.81940204
layer3.5.conv3,0.8691788
layer4.0.conv1,0.83678436
layer4.0.conv2,0.9901021
layer4.0.conv3,0.9964237
layer4.0.shortcut.0,0.9995203
layer4.1.conv1,0.99460125
layer4.1.conv2,0.9916632
layer4.1.conv3,0.99906826
layer4.2.conv1,0.99698544
layer4.2.conv2,0.9986835
layer4.2.conv3,0.99937916
linear,0.0
