Name,Dense Accuracy,Pruned Accuracy
resnet25_small_normal_cifar10_rf_level_7_sam_cifar10_100_res_224_gc_0_test_acc_90.09.pth,90.09,88.43
resnet25_small_normal_cifar10_rf_level_7_sam_cifar10_100_res_224_gc_0_test_acc_88.38.pth,88.38,85.57
resnet25_small_normal_cifar10_rf_level_7_sam_cifar10_100_res_224_gc_0_test_acc_90.45.pth,90.45,88.36
resnet25_small_normal_cifar10_rf_level_7_sam_cifar10_100_res_224_gc_0_test_acc_90.23.pth,90.23,88.03
