layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.80566406
layer1.0.conv2_1x1,0.8093262
layer1.0.conv3_3x3,0.8783095
layer1.0.conv4_1x1,0.6713867
layer1.0.conv5_1x1,0.8168335
layer1.0.shortcut.0,0.7949219
layer2.0.conv1_1x1,0.86538696
layer2.0.conv2_1x1,0.831604
layer2.0.conv3_3x3,0.85169816
layer2.0.conv4_1x1,0.6012573
layer2.0.conv5_1x1,0.88923645
layer2.0.shortcut.0,0.91259
layer3.0.conv1_1x1,0.93787384
layer3.0.conv2_1x1,0.89328
layer3.0.conv3_3x3,0.94114345
layer3.0.conv4_1x1,0.69169617
layer3.0.conv5_1x1,0.9171181
layer3.0.shortcut.0,0.9711857
layer3.1.conv1_1x1,0.90309906
layer3.1.conv2_1x1,0.5545044
layer3.1.conv3_3x3,0.679345
layer3.1.conv4_1x1,0.44570923
layer3.1.conv5_1x1,0.884861
layer4.0.conv1_1x1,0.9921093
layer4.0.conv2_1x1,0.99380875
layer4.0.conv3_3x3,0.99930954
layer4.0.conv4_1x1,0.99427795
layer4.0.conv5_1x1,0.99957466
layer4.0.shortcut.0,0.99908686
linear,0.0
