layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.6159668
layer1.0.conv2_1x1,0.80200195
layer1.0.conv3_3x3,0.8807509
layer1.0.conv4_1x1,0.7390137
layer1.0.conv5_1x1,0.8074341
layer1.0.shortcut.0,0.4230957
layer2.0.conv1_1x1,0.56204224
layer2.0.conv2_1x1,0.43310547
layer2.0.conv3_3x3,0.6466268
layer2.0.conv4_1x1,0.3227539
layer2.0.conv5_1x1,0.72029114
layer2.0.shortcut.0,0.6991501
layer3.0.conv1_1x1,0.7478943
layer3.0.conv2_1x1,0.6658783
layer3.0.conv3_3x3,0.84988236
layer3.0.conv4_1x1,0.4815216
layer3.0.conv5_1x1,0.6880264
layer3.0.shortcut.0,0.7794533
layer3.1.conv1_1x1,0.83691406
layer3.1.conv2_1x1,0.667511
layer3.1.conv3_3x3,0.80338544
layer3.1.conv4_1x1,0.45617676
layer3.1.conv5_1x1,0.56189346
layer4.0.conv1_1x1,0.5802574
layer4.0.conv2_1x1,0.49564362
layer4.0.conv3_3x3,0.8101972
layer4.0.conv4_1x1,0.42761612
layer4.0.conv5_1x1,0.9162426
layer4.0.shortcut.0,0.96335363
linear,0.0
