layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.7651367
layer1.0.conv2_1x1,0.7792969
layer1.0.conv3_3x3,0.8485786
layer1.0.conv4_1x1,0.7043457
layer1.0.conv5_1x1,0.79107666
layer1.0.shortcut.0,0.74505615
layer2.0.conv1_1x1,0.8928528
layer2.0.conv2_1x1,0.92541504
layer2.0.conv3_3x3,0.89590794
layer2.0.conv4_1x1,0.7791748
layer2.0.conv5_1x1,0.89416504
layer2.0.shortcut.0,0.8855667
layer3.0.conv1_1x1,0.9284363
layer3.0.conv2_1x1,0.88456726
layer3.0.conv3_3x3,0.90294224
layer3.0.conv4_1x1,0.6005249
layer3.0.conv5_1x1,0.83751297
layer3.0.shortcut.0,0.93445206
layer3.1.conv1_1x1,0.90233994
layer3.1.conv2_1x1,0.680542
layer3.1.conv3_3x3,0.7736274
layer3.1.conv4_1x1,0.42433167
layer3.1.conv5_1x1,0.7387924
layer4.0.conv1_1x1,0.8283272
layer4.0.conv2_1x1,0.74227524
layer4.0.conv3_3x3,0.90579265
layer4.0.conv4_1x1,0.7084961
layer4.0.conv5_1x1,0.98994446
layer4.0.shortcut.0,0.9997163
linear,0.0
