layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.7050781
layer1.0.conv2_1x1,0.73291016
layer1.0.conv3_3x3,0.8194987
layer1.0.conv4_1x1,0.5427246
layer1.0.conv5_1x1,0.8079834
layer1.0.shortcut.0,0.49371338
layer2.0.conv1_1x1,0.6348572
layer2.0.conv2_1x1,0.49798584
layer2.0.conv3_3x3,0.73642987
layer2.0.conv4_1x1,0.42523193
layer2.0.conv5_1x1,0.7812805
layer2.0.shortcut.0,0.7939148
layer3.0.conv1_1x1,0.822258
layer3.0.conv2_1x1,0.76812744
layer3.0.conv3_3x3,0.93049115
layer3.0.conv4_1x1,0.6266632
layer3.0.conv5_1x1,0.82470703
layer3.0.shortcut.0,0.8744602
layer3.1.conv1_1x1,0.9504738
layer3.1.conv2_1x1,0.8467407
layer3.1.conv3_3x3,0.92223275
layer3.1.conv4_1x1,0.626709
layer3.1.conv5_1x1,0.76431274
layer4.0.conv1_1x1,0.78611183
layer4.0.conv2_1x1,0.7118988
layer4.0.conv3_3x3,0.94333607
layer4.0.conv4_1x1,0.6164627
layer4.0.conv5_1x1,0.95940876
layer4.0.shortcut.0,0.9878626
linear,0.0
