layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.42797852
layer1.0.conv2_1x1,0.40820312
layer1.0.conv3_3x3,0.7390137
layer1.0.conv4_1x1,0.3623047
layer1.0.conv5_1x1,0.41351318
layer1.0.shortcut.0,0.4230957
layer2.0.conv1_1x1,0.7418518
layer2.0.conv2_1x1,0.57995605
layer2.0.conv3_3x3,0.9447632
layer2.0.conv4_1x1,0.5527344
layer2.0.conv5_1x1,0.6064911
layer2.0.shortcut.0,0.7959976
layer3.0.conv1_1x1,0.903244
layer3.0.conv2_1x1,0.75764465
layer3.0.conv3_3x3,0.9794871
layer3.0.conv4_1x1,0.6722717
layer3.0.conv5_1x1,0.7969818
layer3.0.shortcut.0,0.965538
layer3.1.conv1_1x1,0.95671844
layer3.1.conv2_1x1,0.6953888
layer3.1.conv3_3x3,0.9466417
layer3.1.conv4_1x1,0.5972595
layer3.1.conv5_1x1,0.7896881
layer4.0.conv1_1x1,0.9431286
layer4.0.conv2_1x1,0.84557724
layer4.0.conv3_3x3,0.9982673
layer4.0.conv4_1x1,0.9194832
layer4.0.conv5_1x1,0.99637413
layer4.0.shortcut.0,1.0
linear,0.0
