layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.7175293
layer1.0.conv2_1x1,0.6982422
layer1.0.conv3_3x3,0.80045575
layer1.0.conv4_1x1,0.548584
layer1.0.conv5_1x1,0.7331543
layer1.0.shortcut.0,0.6980591
layer2.0.conv1_1x1,0.7565918
layer2.0.conv2_1x1,0.7373657
layer2.0.conv3_3x3,0.73980033
layer2.0.conv4_1x1,0.4418335
layer2.0.conv5_1x1,0.7763977
layer2.0.shortcut.0,0.8346405
layer3.0.conv1_1x1,0.87239075
layer3.0.conv2_1x1,0.792099
layer3.0.conv3_3x3,0.8615672
layer3.0.conv4_1x1,0.54486084
layer3.0.conv5_1x1,0.796463
layer3.0.shortcut.0,0.9043312
layer3.1.conv1_1x1,0.77946854
layer3.1.conv2_1x1,0.40229797
layer3.1.conv3_3x3,0.5055576
layer3.1.conv4_1x1,0.29536438
layer3.1.conv5_1x1,0.68907166
layer4.0.conv1_1x1,0.9297695
layer4.0.conv2_1x1,0.9345093
layer4.0.conv3_3x3,0.98481625
layer4.0.conv4_1x1,0.9338112
layer4.0.conv5_1x1,0.99784374
layer4.0.shortcut.0,0.9977293
linear,0.0
