Epoch,test accuracy,training accuracy
0,26.42,"(18.706, 9353, 50000)"
1,37.8,"(31.896, 15948, 50000)"
2,47.88,"(41.208, 20604, 50000)"
3,51.17,"(47.07, 23535, 50000)"
4,54.03,"(51.592, 25796, 50000)"
5,56.53,"(55.718, 27859, 50000)"
6,62.46,"(58.964, 29482, 50000)"
7,62.49,"(61.642, 30821, 50000)"
8,62.81,"(63.728, 31864, 50000)"
9,64.52,"(65.176, 32588, 50000)"
10,66.06,"(66.192, 33096, 50000)"
11,62.51,"(67.664, 33832, 50000)"
12,69.76,"(68.46, 34230, 50000)"
13,63.47,"(69.136, 34568, 50000)"
14,66.9,"(69.996, 34998, 50000)"
15,61.22,"(70.63, 35315, 50000)"
16,64.11,"(71.2, 35600, 50000)"
17,63.72,"(71.828, 35914, 50000)"
18,65.95,"(72.772, 36386, 50000)"
19,70.3,"(74.234, 37117, 50000)"
20,72.49,"(74.986, 37493, 50000)"
21,70.74,"(75.742, 37871, 50000)"
22,73.87,"(76.002, 38001, 50000)"
23,74.8,"(76.516, 38258, 50000)"
24,70.66,"(77.1, 38550, 50000)"
25,73.48,"(77.872, 38936, 50000)"
26,69.67,"(77.728, 38864, 50000)"
27,71.39,"(78.11, 39055, 50000)"
28,75.98,"(78.296, 39148, 50000)"
29,70.63,"(78.448, 39224, 50000)"
30,74.26,"(78.596, 39298, 50000)"
31,77.23,"(79.226, 39613, 50000)"
32,74.85,"(79.416, 39708, 50000)"
33,73.4,"(79.38, 39690, 50000)"
34,77.4,"(79.442, 39721, 50000)"
35,77.05,"(79.898, 39949, 50000)"
36,77.81,"(80.072, 40036, 50000)"
37,72.86,"(80.026, 40013, 50000)"
38,78.02,"(80.092, 40046, 50000)"
39,78.38,"(80.494, 40247, 50000)"
40,77.6,"(80.78, 40390, 50000)"
41,75.71,"(80.796, 40398, 50000)"
42,73.3,"(80.882, 40441, 50000)"
43,77.66,"(80.9, 40450, 50000)"
44,76.73,"(81.226, 40613, 50000)"
45,73.71,"(80.97, 40485, 50000)"
46,77.95,"(81.488, 40744, 50000)"
47,79.35,"(81.438, 40719, 50000)"
48,77.86,"(81.458, 40729, 50000)"
