layer_names,pr
conv1,0.0
layer1.0.conv1,0.6052246
layer1.0.conv2,0.6445855
layer1.0.conv3,0.51519775
layer1.0.shortcut.0,0.4613037
layer1.1.conv1,0.44995117
layer1.1.conv2,0.5356174
layer1.1.conv3,0.44024658
layer1.2.conv1,0.4753418
layer1.2.conv2,0.4697808
layer1.2.conv3,0.16400146
layer2.0.conv1,0.26190186
layer2.0.conv2,0.29177517
layer2.0.conv3,0.08633423
layer2.0.shortcut.0,0.07801819
layer2.1.conv1,0.21017456
layer2.1.conv2,0.29204643
layer2.1.conv3,0.25808716
layer2.2.conv1,0.27885437
layer2.2.conv2,0.9261814
layer2.2.conv3,0.98747253
layer2.3.conv1,0.32669067
layer2.3.conv2,0.8467136
layer2.3.conv3,0.9645996
layer3.0.conv1,0.23596954
layer3.0.conv2,0.68940395
layer3.0.conv3,0.30679703
layer3.0.shortcut.0,0.249897
layer3.1.conv1,1.0
layer3.1.conv2,1.0
layer3.1.conv3,1.0
layer3.2.conv1,1.0
layer3.2.conv2,1.0
layer3.2.conv3,1.0
layer3.3.conv1,1.0
layer3.3.conv2,1.0
layer3.3.conv3,1.0
layer3.4.conv1,1.0
layer3.4.conv2,1.0
layer3.4.conv3,1.0
layer3.5.conv1,1.0
layer3.5.conv2,1.0
layer3.5.conv3,1.0
layer4.0.conv1,1.0
layer4.0.conv2,1.0
layer4.0.conv3,1.0
layer4.0.shortcut.0,0.6493063
layer4.1.conv1,1.0
layer4.1.conv2,1.0
layer4.1.conv3,1.0
layer4.2.conv1,1.0
layer4.2.conv2,1.0
layer4.2.conv3,1.0
linear,0.0
