layer_names,pr
conv1,0.0
layer1.0.conv1,0.39648438
layer1.0.conv2,0.33506945
layer1.0.conv3,0.40008545
layer1.0.shortcut.0,0.45739746
layer1.1.conv1,0.48016357
layer1.1.conv2,0.4653049
layer1.1.conv3,0.3065796
layer1.2.conv1,0.22045898
layer1.2.conv2,0.34705946
layer1.2.conv3,0.24023438
layer2.0.conv1,0.19277954
layer2.0.conv2,0.37016466
layer2.0.conv3,0.3766632
layer2.0.shortcut.0,0.2193451
layer2.1.conv1,0.44979858
layer2.1.conv2,0.52594674
layer2.1.conv3,0.48117065
layer2.2.conv1,0.3530426
layer2.2.conv2,0.46450466
layer2.2.conv3,0.39656067
layer2.3.conv1,0.29029846
layer2.3.conv2,0.545105
layer2.3.conv3,0.51724243
layer3.0.conv1,0.15409851
layer3.0.conv2,0.21292622
layer3.0.conv3,0.1880188
layer3.0.shortcut.0,0.21784973
layer3.1.conv1,0.6364937
layer3.1.conv2,0.9736125
layer3.1.conv3,0.991539
layer3.2.conv1,0.5626564
layer3.2.conv2,0.9530097
layer3.2.conv3,0.9829407
layer3.3.conv1,0.5281677
layer3.3.conv2,0.9445479
layer3.3.conv3,0.99385834
layer3.4.conv1,0.72003555
layer3.4.conv2,0.9685228
layer3.4.conv3,0.98737335
layer3.5.conv1,0.7343712
layer3.5.conv2,0.99180603
layer3.5.conv3,0.9948921
layer4.0.conv1,0.35918045
layer4.0.conv2,0.7737537
layer4.0.conv3,0.54500675
layer4.0.shortcut.0,0.6604667
layer4.1.conv1,1.0
layer4.1.conv2,1.0
layer4.1.conv3,1.0
layer4.2.conv1,1.0
layer4.2.conv2,1.0
layer4.2.conv3,1.0
linear,0.0
