Epoch,flops
0,382163324928
1,764326649856
2,1146489974784
3,1528653299712
4,1910816624640
5,2292979949568
6,2675143274496
7,3057306599424
8,3439469924352
9,3821633249280
10,4203796574208
11,4585959899136
12,4968123224064
13,5350286548992
14,5732449873920
15,6114613198848
16,6496776523776
17,6878939848704
18,7261103173632
19,7643266498560
20,8025429823488
21,8407593148416
22,8789756473344
23,9171919798272
24,9554083123200
25,9936246448128
26,10318409773056
27,10700573097984
28,11082736422912
29,11464899747840
30,11847063072768
31,12229226397696
32,12611389722624
33,12993553047552
34,13375716372480
35,13757879697408
36,14140043022336
37,14522206347264
38,14904369672192
39,15286532997120
40,15668696322048
41,16050859646976
42,16433022971904
43,16815186296832
44,17197349621760
45,17579512946688
46,17961676271616
47,18343839596544
48,18726002921472
49,19108166246400
50,19490329571328
51,19872492896256
52,20254656221184
53,20636819546112
54,21018982871040
55,21401146195968
56,21783309520896
57,22165472845824
58,22547636170752
59,22929799495680
60,23311962820608
61,23694126145536
62,24076289470464
63,24458452795392
64,24840616120320
65,25222779445248
66,25604942770176
67,25987106095104
68,26369269420032
69,26751432744960
70,27133596069888
71,27515759394816
72,27897922719744
73,28280086044672
74,28662249369600
75,29044412694528
76,29426576019456
77,29808739344384
78,30190902669312
79,30573065994240
80,30955229319168
81,31337392644096
82,31719555969024
83,32101719293952
84,32483882618880
85,32866045943808
86,33248209268736
87,33630372593664
88,34012535918592
89,34394699243520
90,34776862568448
91,35159025893376
92,35541189218304
93,35923352543232
94,36305515868160
95,36687679193088
96,37069842518016
97,37452005842944
98,37834169167872
99,38216332492800
100,38598495817728
101,38980659142656
102,39362822467584
103,39744985792512
104,40127149117440
105,40509312442368
106,40891475767296
107,41273639092224
108,41655802417152
109,42037965742080
110,42420129067008
111,42802292391936
112,43184455716864
113,43566619041792
114,43948782366720
115,44330945691648
116,44713109016576
117,45095272341504
118,45477435666432
119,45859598991360
120,46241762316288
121,46623925641216
122,47006088966144
123,47388252291072
124,47770415616000
125,48152578940928
126,48534742265856
127,48916905590784
128,49299068915712
129,49681232240640
130,50063395565568
131,50445558890496
132,50827722215424
133,51209885540352
134,51592048865280
135,51974212190208
136,52356375515136
137,52738538840064
138,53120702164992
139,53502865489920
140,53885028814848
141,54267192139776
142,54649355464704
143,55031518789632
144,55413682114560
145,55795845439488
146,56178008764416
147,56560172089344
148,56942335414272
149,57324498739200
150,57706662064128
151,58088825389056
152,58470988713984
153,58853152038912
154,59235315363840
155,59617478688768
156,59999642013696
157,60381805338624
158,60763968663552
159,61146131988480
160,61528295313408
161,61910458638336
162,62292621963264
163,62674785288192
164,63056948613120
165,63439111938048
166,63821275262976
167,64203438587904
168,64585601912832
169,64967765237760
170,65349928562688
171,65732091887616
172,66114255212544
173,66496418537472
174,66878581862400
175,67260745187328
176,67642908512256
177,68025071837184
178,68407235162112
179,68789398487040
180,69171561811968
181,69553725136896
182,69935888461824
183,70318051786752
184,70700215111680
185,71082378436608
186,71464541761536
187,71846705086464
188,72228868411392
189,72611031736320
190,72993195061248
191,73375358386176
192,73757521711104
193,74139685036032
194,74521848360960
195,74904011685888
196,75286175010816
197,75668338335744
198,76050501660672
199,76432664985600
