Epoch,training_time
0,34.434550762176514
1,25.071990251541138
2,25.10413098335266
3,24.798473358154297
4,24.298131465911865
5,24.9780113697052
6,25.10721206665039
7,25.350409269332886
8,25.08462429046631
9,24.48775553703308
10,24.567146062850952
11,24.938223600387573
12,24.816619873046875
13,23.71537947654724
14,24.811407327651978
15,24.524304151535034
16,25.109273195266724
17,24.50015377998352
18,25.19275212287903
19,25.213807344436646
20,25.691401720046997
21,24.709027528762817
22,24.754703521728516
23,25.116093158721924
24,24.8016095161438
