Epoch,flops
0,92791394304
1,185582788608
2,278374182912
3,371165577216
4,463956971520
5,556748365824
6,649539760128
7,742331154432
8,835122548736
9,927913943040
10,1020705337344
11,1113496731648
12,1206288125952
13,1299079520256
14,1391870914560
15,1484662308864
16,1577453703168
17,1670245097472
18,1763036491776
19,1855827886080
20,1948619280384
21,2041410674688
22,2134202068992
23,2226993463296
24,2319784857600
25,2412576251904
26,2505367646208
27,2598159040512
28,2690950434816
29,2783741829120
30,2876533223424
31,2969324617728
32,3062116012032
33,3154907406336
34,3247698800640
35,3340490194944
36,3433281589248
37,3526072983552
38,3618864377856
39,3711655772160
40,3804447166464
41,3897238560768
42,3990029955072
43,4082821349376
44,4175612743680
45,4268404137984
46,4361195532288
47,4453986926592
48,4546778320896
49,4639569715200
50,4732361109504
51,4825152503808
52,4917943898112
53,5010735292416
54,5103526686720
55,5196318081024
56,5289109475328
57,5381900869632
58,5474692263936
59,5567483658240
60,5660275052544
61,5753066446848
62,5845857841152
63,5938649235456
64,6031440629760
65,6124232024064
66,6217023418368
67,6309814812672
68,6402606206976
69,6495397601280
70,6588188995584
71,6680980389888
72,6773771784192
73,6866563178496
74,6959354572800
75,7052145967104
76,7144937361408
77,7237728755712
78,7330520150016
79,7423311544320
80,7516102938624
81,7608894332928
82,7701685727232
83,7794477121536
84,7887268515840
85,7980059910144
86,8072851304448
87,8165642698752
88,8258434093056
89,8351225487360
90,8444016881664
91,8536808275968
92,8629599670272
93,8722391064576
94,8815182458880
95,8907973853184
96,9000765247488
97,9093556641792
98,9186348036096
99,9279139430400
100,9371930824704
101,9464722219008
102,9557513613312
103,9650305007616
104,9743096401920
105,9835887796224
106,9928679190528
107,10021470584832
108,10114261979136
109,10207053373440
110,10299844767744
111,10392636162048
112,10485427556352
113,10578218950656
114,10671010344960
115,10763801739264
116,10856593133568
117,10949384527872
118,11042175922176
119,11134967316480
120,11227758710784
121,11320550105088
122,11413341499392
123,11506132893696
124,11598924288000
125,11691715682304
126,11784507076608
127,11877298470912
128,11970089865216
129,12062881259520
130,12155672653824
131,12248464048128
132,12341255442432
133,12434046836736
134,12526838231040
135,12619629625344
136,12712421019648
137,12805212413952
138,12898003808256
139,12990795202560
140,13083586596864
141,13176377991168
142,13269169385472
143,13361960779776
144,13454752174080
145,13547543568384
146,13640334962688
147,13733126356992
148,13825917751296
149,13918709145600
150,14011500539904
151,14104291934208
152,14197083328512
153,14289874722816
154,14382666117120
155,14475457511424
156,14568248905728
157,14661040300032
158,14753831694336
159,14846623088640
160,14939414482944
161,15032205877248
162,15124997271552
163,15217788665856
164,15310580060160
165,15403371454464
166,15496162848768
167,15588954243072
168,15681745637376
169,15774537031680
170,15867328425984
171,15960119820288
172,16052911214592
173,16145702608896
174,16238494003200
175,16331285397504
176,16424076791808
177,16516868186112
178,16609659580416
179,16702450974720
180,16795242369024
181,16888033763328
182,16980825157632
183,17073616551936
184,17166407946240
185,17259199340544
186,17351990734848
187,17444782129152
188,17537573523456
189,17630364917760
190,17723156312064
191,17815947706368
192,17908739100672
193,18001530494976
194,18094321889280
195,18187113283584
196,18279904677888
197,18372696072192
198,18465487466496
199,18558278860800
