layer_names,pr
conv1,0.0
layer1.0.conv1,0.64038086
layer1.0.conv2,0.77715385
layer1.0.conv3,0.772522
layer1.0.shortcut.0,0.63720703
layer1.1.conv1,0.75457764
layer1.1.conv2,0.7190755
layer1.1.conv3,0.7606201
layer1.2.conv1,0.7001953
layer1.2.conv2,0.61073136
layer1.2.conv3,0.60058594
layer2.0.conv1,0.54818726
layer2.0.conv2,0.68859863
layer2.0.conv3,0.7066345
layer2.0.shortcut.0,0.7890396
layer2.1.conv1,0.9253845
layer2.1.conv2,0.9316203
layer2.1.conv3,0.91322327
layer2.2.conv1,0.9189453
layer2.2.conv2,0.94413924
layer2.2.conv3,0.9191742
layer2.3.conv1,0.81173706
layer2.3.conv2,0.8210585
layer2.3.conv3,0.8491516
layer3.0.conv1,0.5910187
layer3.0.conv2,0.76471287
layer3.0.conv3,0.6575432
layer3.0.shortcut.0,0.83452034
layer3.1.conv1,0.9550781
layer3.1.conv2,0.95666164
layer3.1.conv3,0.87138367
layer3.2.conv1,0.9250145
layer3.2.conv2,0.9391429
layer3.2.conv3,0.8535538
layer3.3.conv1,0.9326248
layer3.3.conv2,0.9464925
layer3.3.conv3,0.8572655
layer3.4.conv1,0.86421585
layer3.4.conv2,0.91741097
layer3.4.conv3,0.8563881
layer3.5.conv1,0.838192
layer3.5.conv2,0.90666366
layer3.5.conv3,0.86169815
layer4.0.conv1,0.57487106
layer4.0.conv2,0.80822456
layer4.0.conv3,0.8729048
layer4.0.shortcut.0,0.9685364
layer4.1.conv1,0.9337635
layer4.1.conv2,0.9414613
layer4.1.conv3,0.93762684
layer4.2.conv1,0.97863865
layer4.2.conv2,0.9903348
layer4.2.conv3,0.9843855
linear,0.0
