Epoch,flops
0,97115541504
1,194231083008
2,291346624512
3,388462166016
4,485577707520
5,582693249024
6,679808790528
7,776924332032
8,874039873536
9,971155415040
10,1068270956544
11,1165386498048
12,1262502039552
13,1359617581056
14,1456733122560
15,1553848664064
16,1650964205568
17,1748079747072
18,1845195288576
19,1942310830080
20,2039426371584
21,2136541913088
22,2233657454592
23,2330772996096
24,2427888537600
