Epoch,test accuracy,training accuracy
0,20.15,"(17.908, 8954, 50000)"
1,30.49,"(26.894, 13447, 50000)"
2,39.61,"(32.514, 16257, 50000)"
3,46.64,"(39.412, 19706, 50000)"
4,50.87,"(46.094, 23047, 50000)"
5,53.65,"(50.75, 25375, 50000)"
6,56.64,"(52.972, 26486, 50000)"
7,57.93,"(57.114, 28557, 50000)"
8,60.86,"(58.33, 29165, 50000)"
9,58.64,"(55.454, 27727, 50000)"
10,62.13,"(61.17, 30585, 50000)"
11,55.09,"(62.77, 31385, 50000)"
12,65.53,"(63.776, 31888, 50000)"
13,60.09,"(65.27, 32635, 50000)"
14,65.01,"(66.296, 33148, 50000)"
15,69.28,"(67.438, 33719, 50000)"
16,69.27,"(68.992, 34496, 50000)"
17,70.45,"(69.926, 34963, 50000)"
18,67.63,"(70.874, 35437, 50000)"
19,63.95,"(71.456, 35728, 50000)"
20,70.25,"(72.136, 36068, 50000)"
21,68.61,"(72.844, 36422, 50000)"
22,70.42,"(72.798, 36399, 50000)"
23,72.5,"(73.706, 36853, 50000)"
24,67.64,"(73.882, 36941, 50000)"
