Epoch,test accuracy,training accuracy
0,25.89,"(16.194, 8097, 50000)"
1,38.66,"(30.192, 15096, 50000)"
2,46.84,"(39.224, 19612, 50000)"
3,52.96,"(47.384, 23692, 50000)"
4,53.29,"(53.518, 26759, 50000)"
5,60.62,"(58.558, 29279, 50000)"
6,61.03,"(62.614, 31307, 50000)"
7,65.21,"(64.868, 32434, 50000)"
8,65.66,"(66.322, 33161, 50000)"
9,60.6,"(67.836, 33918, 50000)"
10,64.19,"(69.502, 34751, 50000)"
11,68.71,"(70.532, 35266, 50000)"
12,65.52,"(72.374, 36187, 50000)"
13,69.16,"(74.156, 37078, 50000)"
14,74.38,"(75.24, 37620, 50000)"
15,63.95,"(76.214, 38107, 50000)"
16,73.92,"(77.064, 38532, 50000)"
17,71.41,"(77.87, 38935, 50000)"
18,75.42,"(78.028, 39014, 50000)"
19,72.42,"(78.646, 39323, 50000)"
20,64.9,"(79.134, 39567, 50000)"
21,74.52,"(79.344, 39672, 50000)"
22,65.07,"(79.584, 39792, 50000)"
23,69.35,"(79.894, 39947, 50000)"
24,77.4,"(80.046, 40023, 50000)"
25,77.88,"(80.614, 40307, 50000)"
26,78.03,"(80.482, 40241, 50000)"
27,74.89,"(80.976, 40488, 50000)"
28,79.19,"(80.95, 40475, 50000)"
29,74.41,"(81.37, 40685, 50000)"
30,71.97,"(81.446, 40723, 50000)"
31,78.73,"(81.038, 40519, 50000)"
32,77.29,"(81.85, 40925, 50000)"
33,77.16,"(81.824, 40912, 50000)"
34,73.57,"(82.232, 41116, 50000)"
35,77.64,"(82.146, 41073, 50000)"
36,75.32,"(82.508, 41254, 50000)"
37,75.53,"(82.758, 41379, 50000)"
38,77.36,"(82.296, 41148, 50000)"
39,80.52,"(82.594, 41297, 50000)"
40,73.51,"(82.888, 41444, 50000)"
41,76.9,"(83.1, 41550, 50000)"
42,71.02,"(82.952, 41476, 50000)"
43,75.82,"(83.186, 41593, 50000)"
44,81.15,"(83.332, 41666, 50000)"
45,78.6,"(83.354, 41677, 50000)"
46,78.84,"(83.378, 41689, 50000)"
47,77.97,"(83.582, 41791, 50000)"
48,79.65,"(83.698, 41849, 50000)"
49,80.58,"(83.542, 41771, 50000)"
50,71.72,"(84.06, 42030, 50000)"
51,75.76,"(84.122, 42061, 50000)"
52,77.69,"(84.22, 42110, 50000)"
53,81.66,"(84.108, 42054, 50000)"
54,74.51,"(84.258, 42129, 50000)"
55,79.41,"(84.048, 42024, 50000)"
56,78.98,"(84.612, 42306, 50000)"
57,79.96,"(84.564, 42282, 50000)"
58,79.74,"(84.646, 42323, 50000)"
59,82.25,"(84.916, 42458, 50000)"
60,78.18,"(84.946, 42473, 50000)"
61,79.37,"(84.992, 42496, 50000)"
62,82.24,"(85.222, 42611, 50000)"
63,79.87,"(85.076, 42538, 50000)"
64,78.66,"(85.046, 42523, 50000)"
