Epoch,training_time
0,25.106044054031372
1,22.20074987411499
2,21.8845431804657
3,22.191468477249146
4,22.1351637840271
5,21.35694146156311
6,21.709689617156982
7,21.902136087417603
8,22.94790506362915
9,21.80110502243042
10,21.98753023147583
11,21.96137022972107
12,21.99544382095337
13,21.554673433303833
14,21.911734104156494
15,21.737276315689087
16,22.046451091766357
17,21.9871666431427
18,22.22823452949524
19,22.050559759140015
20,22.154241800308228
21,22.321439504623413
22,24.12505316734314
23,22.279950857162476
24,21.765814304351807
25,21.842612266540527
26,21.5151047706604
27,22.324307441711426
28,21.782043933868408
