Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,20.849992752075195,66.2,23.34587860107422,45.35
0,25147112160.0,3.739439010620117,97.4,4.411086082458496,68.31
10,276618233760.0,0.8133274912834167,99.68,2.395169496536255,71.59
20,528089355360.0,0.5144129395484924,99.8,2.321930408477783,72.04
30,779560476960.0,0.40713438391685486,99.94,2.3307106494903564,72.16
40,1031031598560.0,0.3243662416934967,99.88,2.4190173149108887,72.15
50,1282502720160.0,0.29748520255088806,99.9,2.46112322807312,72.18
60,1533973841760.0,0.2693077623844147,99.88,2.4368882179260254,72.26
70,1785444963360.0,0.24532955884933472,99.9,2.423651695251465,72.3
80,2036916084960.0,0.2211582064628601,99.9,2.5059597492218018,72.24
90,2288387206560.0,0.1980171650648117,99.88,2.5625076293945312,72.28
100,2514711216000.0,0.21319721639156342,99.96,2.6213507652282715,72.25
