Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,3291325920.0,34.149330139160156,1.66,33.97367477416992,1.72
0,13165303680.0,5.024118900299072,6.94,4.859711170196533,6.54
10,111905081280.0,2.9454352855682373,18.0,3.3297994136810303,17.34
20,210644858880.0,3.0757737159729004,26.7,3.3195767402648926,23.44
30,309384636480.0,3.3872525691986084,34.66,4.27113676071167,29.96
40,408124414080.0,3.71224045753479,41.38,4.6851725578308105,34.98
50,506864191680.0,4.115536689758301,48.76,5.771118640899658,39.06
60,605603969280.0,5.038862228393555,52.6,4.994304180145264,42.38
70,704343746880.0,3.749340295791626,58.14,4.342151641845703,45.37
80,803083524480.0,3.7914011478424072,60.98,4.7671732902526855,47.23
90,901823302080.0,4.489469528198242,64.14,4.572899341583252,48.74
100,1000563079680.0,5.485326290130615,66.4,6.453014850616455,49.94
110,1099302857280.0,3.261861801147461,68.36,5.147274494171143,51.02
120,1198042634880.0,4.569458484649658,70.8,5.8033857345581055,51.83
130,1296782412480.0,4.837092876434326,72.38,5.827066898345947,52.63
140,1395522190080.0,4.8255934715271,74.14,7.076473236083984,53.06
150,1494261967680.0,3.1117076873779297,75.26,6.216373443603516,53.75
160,1593001745280.0,5.323441982269287,77.08,8.388399124145508,53.82
170,1691741522880.0,4.70466947555542,78.4,5.537552356719971,54.28
180,1790481300480.0,4.743893146514893,79.82,6.895717620849609,54.54
190,1889221078080.0,4.9059295654296875,80.82,7.292690277099609,54.92
200,1978086877920.0,3.509517192840576,81.86,6.876713275909424,55.08
