Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,3037934880.0,70.46388244628906,15.12,71.28923797607422,14.58
0,12151739520.0,9.30805778503418,70.62,9.612069129943848,67.68
10,103289785920.0,3.813593864440918,89.5,5.342441082000732,84.33
20,194427832320.0,3.118011474609375,92.98,5.234982967376709,87.06
30,285565878720.0,3.192244529724121,94.84,5.4327778816223145,88.11
40,376703925120.0,7.019437789916992,95.2,6.846002578735352,88.65
50,467841971520.0,1.3451292514801025,96.14,3.8524391651153564,89.22
60,558980017920.0,4.3337273597717285,97.38,7.2412028312683105,89.48
70,650118064320.0,3.309417963027954,97.02,5.0316925048828125,89.72
80,741256110720.0,3.508822441101074,97.42,3.42704439163208,89.83
90,832394157120.0,3.1206183433532715,98.18,4.6707963943481445,89.55
100,923532203520.0,1.4265702962875366,97.64,3.743239641189575,89.87
110,1014670249920.0,2.7965903282165527,98.14,3.998283624649048,89.94
120,1105808296320.0,2.4548261165618896,98.3,5.47174596786499,89.86
130,1196946342720.0,2.132735013961792,98.72,5.462161064147949,89.99
140,1288084389120.0,2.5613996982574463,98.74,3.64350962638855,90.23
150,1379222435520.0,2.418961763381958,98.68,4.482211589813232,90.27
160,1470360481920.0,1.4733959436416626,98.82,4.271387577056885,90.32
170,1561498528320.0,1.5814584493637085,99.02,4.491420269012451,90.29
180,1652636574720.0,1.2084671258926392,99.28,3.5747575759887695,90.26
190,1743774621120.0,1.1992316246032715,99.42,3.7858827114105225,90.31
200,1825798862880.0,1.566719651222229,99.24,4.590162754058838,90.36
