Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,90398128.0,0.8951833844184875,1.5934949715301627e-06,28.96,0.8881516456604004,1.7200446791321156e-06,29.84
0,2802341968.0,0.7402672171592712,1.3320085372470203e-06,32.72,0.7343013286590576,1.568294010212412e-06,33.34
10,29921780368.0,0.2479570209980011,1.3670002090293565e-06,75.4,0.26726698875427246,1.6269834759441437e-06,75.17
20,57041218768.0,0.24149319529533386,1.072701138582488e-06,75.56,0.26213276386260986,1.7913264400704065e-06,75.71
30,84160657168.0,0.23395223915576935,1.185582277685171e-06,77.36,0.2558096647262573,1.9766255263675703e-06,76.46
40,111280095568.0,0.20642559230327606,1.7807396943680942e-06,78.84,0.23227626085281372,2.947868551927968e-06,77.52
50,138399533968.0,0.17745018005371094,3.4607087400218006e-06,79.8,0.20829454064369202,4.028235707664862e-06,78.22
60,165518972368.0,0.17296858131885529,3.012135493918322e-06,79.78,0.20252861082553864,4.249053290550364e-06,78.27
70,192638410768.0,0.1713160127401352,3.7770141716464423e-06,79.5,0.19957219064235687,4.667148914450081e-06,78.6
80,219757849168.0,0.1594516634941101,6.49165940558305e-06,80.78,0.19199500977993011,6.590123120986391e-06,79.26
90,246877287568.0,0.13415782153606415,6.512192157970276e-06,82.4,0.17564810812473297,8.399456419283524e-06,80.1
