Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Final test accuracy
0,1.7221052630775853,2.315789473603901,2.2663157894736843,2.3747368421052633,6.757894736520868,11.447368421052632,16.43263157894737,19.276842104620684,19.257894736681486,0.988421052631579,0.6189473684210526,0.6557894736842105,2.065263157854582,8.702105262836657,33.372631578626134,45.1452631575735,1.82,4.07,3.49,4.7,11.91,18.64,26.9,25.94,23.26,0.92,0.6,0.52,2.31,12.42,35.1,43.32,43.97
1,2.6494736841703714,3.2357894736842105,2.986315789473684,3.738947368380898,9.117894736761796,15.121052631578948,22.41999999983938,23.83684210494192,22.070526315789472,1.0252631578947369,0.6378947368421053,0.6852631578947368,2.397894736761796,10.622105262997277,35.847368420410156,47.543157894736844,2.9,4.29,4.1,4.88,10.08,17.32,25.53,27.7,25.05,1.64,0.67,0.88,3.23,13.75,34.79,43.7,43.97
2,2.7326315789473683,3.146315789473684,3.0410526315789475,3.7799999999598453,8.96210526311774,15.325263157894737,22.771578947368422,25.350526315468237,23.098947368099815,1.4126315789473685,0.8947368421052632,0.8410526315789474,2.6389473683808977,10.946315789313065,35.80105263157895,47.71368421020508,2.74,3.84,2.25,4.22,10.11,16.92,24.56,26.35,23.67,0.92,0.5,0.5,1.75,7.66,34.47,43.56,43.97
3,2.8021052631578947,3.40210526311774,3.3031578946966875,3.966315789393375,9.074736842065109,15.074736842024954,22.528421051989103,25.061052630936473,22.45263157878675,1.1473684210526316,0.6810526315789474,0.6673684210526316,2.38,9.98,35.928421051989105,47.6178947368421,1.98,3.45,3.33,2.87,10.3,16.69,24.73,27.07,22.49,0.76,0.5,0.5,2.18,14.06,33.84,43.44,43.97
4,2.6252631578947367,3.0452631578947367,2.853684210526316,3.511578947328266,9.03263157886706,15.431578947288111,22.957894736520867,25.265263157894736,22.98315789473684,1.3421052631578947,0.6905263157894737,0.7389473684210527,2.416842105223003,11.493684210526316,35.805263157894736,47.76315789409437,2.61,4.2,3.82,4.32,8.2,15.13,24.59,26.48,23.26,0.79,0.57,0.5,3.09,12.11,34.3,43.28,43.97
5,2.776842105263158,3.443157894736842,3.329473684210526,4.123157894736842,9.241052631538793,15.34421052623548,23.158947368099813,25.20526315773412,22.630526315628856,1.1673684210526316,0.6336842105263157,0.6410526315789473,2.403157894736842,10.857894736801951,35.94736842105263,47.54315789441561,2.5,3.22,3.95,4.95,10.0,16.76,24.77,26.84,22.76,1.78,0.94,0.94,2.73,11.51,33.6,42.93,43.97
6,2.562105263157895,2.913684210486161,2.885263157854582,3.4357894736842107,8.790526315789474,15.32842105263158,22.87263157862613,25.159999999678764,22.479999999839382,1.4305263157493189,0.9326315789072137,0.9136842104861611,2.5294736841703718,11.301052631578948,35.6473684207314,47.43157894672595,2.18,3.68,3.08,2.75,7.85,14.18,22.62,24.62,21.96,1.28,0.93,0.94,2.29,10.93,33.62,43.37,43.97
7,2.76,3.0978947368421053,3.2673684210526317,4.165263157894737,8.881052631498639,14.990526315628856,22.373684210526317,24.842105262997276,22.292631578626132,1.1968421052230032,0.6989473683808979,0.7326315789072138,2.378947368380898,11.111578947368422,35.843157894415604,47.62631578915245,1.94,3.48,3.24,2.32,11.03,17.44,24.4,26.79,24.57,1.39,0.87,0.91,3.3,14.49,34.14,43.22,43.97
8,2.6789473684210527,3.251578947368421,3.1326315789072137,3.671578947368421,9.17999999991969,15.550526315628854,22.914736841944645,25.046315789313066,22.78736842089201,1.3852631578947368,0.7526315789473684,0.7221052631578947,2.4642105263157896,11.62842105255127,35.937894736681486,47.58315789409437,2.25,3.53,2.16,4.05,8.52,14.82,23.14,24.78,22.18,0.98,0.53,0.53,1.89,8.19,34.4,43.39,43.97
9,2.6389473684210527,3.1126315789473686,3.1378947368421053,3.587368420972322,9.173684210446007,15.435789473362973,23.247368420731394,25.150526315789474,22.582105262997278,1.1599999999598454,0.6494736841302169,0.6684210525512695,2.3799999999598453,10.84,36.04210526283666,47.43999999967876,2.48,4.45,4.84,5.42,10.94,19.09,26.99,27.67,24.73,1.45,0.6,0.69,2.92,16.54,34.87,43.34,43.97
