Name,sharpness_obj,sharpness_err,train_loss,train_err,test_loss,test_err
resnet50_normal_cifar10_seed.0_rf_level_2_recording_200_no_ffcv_test_acc_94.24.pth,188.95497778558638,0.9111328125,0.031549432623386386,0.0104,0.3418559829711914,0.0814
resnet50_normal_cifar10_1726773352.3026712_rf_level_2_recording_200_no_ffcv_test_acc_94.02.pth,188.95497778558638,0.9111328125,0.04607998276948929,0.0146,0.3631391573905945,0.0843
resnet50_normal_cifar10_1727020470.6639943_rf_level_2_recording_200_no_ffcv_test_acc_94.15.pth,188.95497778558638,0.9111328125,0.03282965742349624,0.0107,0.34233436088562014,0.0802
resnet50_normal_cifar10_1727020462.50258_rf_level_2_recording_200_no_ffcv_test_acc_93.81.pth,188.95497778558638,0.9111328125,0.05275420529842377,0.0151,0.37044608726501466,0.0851
