Name,sharpness_obj,sharpness_err,train_loss,train_err,test_loss,test_err
vgg19_normal_cifar10_seed.0_rf_level_4_recording_200_no_ffcv_test_acc_86.12.pth,23.13150643184781,0.8544921875,0.27493053503036496,0.0907,0.6741408371925354,0.1823
vgg19_normal_cifar10_1726773382.9293978_rf_level_4_recording_200_no_ffcv_test_acc_86.0.pth,23.13150643184781,0.8544921875,0.2636314160346985,0.0865,0.6855198536872864,0.1814
vgg19_normal_cifar10_1726773361.111958_rf_level_4_recording_200_no_ffcv_test_acc_85.93.pth,23.13150643184781,0.8544921875,0.27295540924072265,0.0871,0.6625897817611694,0.1775
vgg19_normal_cifar10_1726773361.4550412_rf_level_4_recording_200_no_ffcv_test_acc_86.44.pth,23.13150643184781,0.8544921875,0.26179994316101074,0.0856,0.6704457029342651,0.177
vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth,23.13150643184781,0.8544921875,0.2595843161582947,0.0886,0.6619032933235168,0.1822
