Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,22006118400.0,61.998355865478516,20.02,61.245628356933594,20.95
0,28604914080.0,10.655370712280273,82.28,10.207612991333008,79.12
10,94592870880.0,4.198954105377197,94.44,5.4124555587768555,88.72
20,160580827680.0,1.4242117404937744,95.78,2.30249285697937,89.94
30,226568784480.0,2.4872446060180664,96.24,4.717934608459473,90.18
40,292556741280.0,2.593322992324829,97.16,2.8771443367004395,90.39
50,358544698080.0,2.2950034141540527,97.48,3.1709413528442383,90.73
60,424532654880.0,2.505754232406616,97.54,4.900516986846924,90.62
70,490520611680.0,1.1637111902236938,98.24,3.549391031265259,90.91
80,556508568480.0,1.0782054662704468,98.36,3.268819808959961,90.97
90,622496525280.0,1.4213989973068237,98.3,3.322709798812866,91.12
100,681885686400.0,1.3835710287094116,98.62,3.50900936126709,91.2
