Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,94582576.0,0.5258451104164124,9.793544677449972e-07,54.24,0.49513497948646545,1.0325315997761209e-06,56.75
0,2932059856.0,0.4633297026157379,8.921787184590357e-07,61.44,0.4353826344013214,1.009359152703837e-06,63.56
10,31306832656.0,0.23305024206638336,8.697675752955547e-07,82.3,0.23357529938220978,8.933604362937331e-07,81.7
20,59681605456.0,0.223697230219841,1.2642772162507754e-06,83.06,0.23100824654102325,9.200922477248241e-07,82.17
30,88056378256.0,0.22195279598236084,1.0901991345235729e-06,84.2,0.22742874920368195,9.867047765510506e-07,82.58
40,116431151056.0,0.19517715275287628,1.366739411423623e-06,85.18,0.21043892204761505,1.4457809811574407e-06,83.27
50,144805923856.0,0.17544788122177124,3.918410584446974e-06,85.72,0.19296550750732422,2.0638519799831556e-06,83.46
60,173180696656.0,0.17136478424072266,2.5017013740580296e-06,85.74,0.19041751325130463,2.1972525701130508e-06,83.56
70,201555469456.0,0.161940336227417,2.60679007624276e-06,86.2,0.18661049008369446,2.424213334961678e-06,83.68
80,229930242256.0,0.13873723149299622,4.140484179515624e-06,86.4,0.16367113590240479,3.2990997169690672e-06,84.24
90,258305015056.0,0.12502531707286835,4.156591785431374e-06,86.32,0.15826284885406494,4.365672339190496e-06,84.75
