layer_names,pr
conv1,0.0
layers.0.conv1,0.79296875
layers.0.conv2,0.65625
layers.0.conv3,0.6660156
layers.0.shortcut.0,0.41210938
layers.1.conv1,0.53971356
layers.1.conv2,0.5335648
layers.1.conv3,0.54383683
layers.1.shortcut.0,0.041666668
layers.2.conv1,0.5549769
layers.2.conv2,0.5470679
layers.2.conv3,0.5561343
layers.3.conv1,0.43171296
layers.3.conv2,0.4189815
layers.3.conv3,0.43164062
layers.4.conv1,0.6276042
layers.4.conv2,0.6116898
layers.4.conv3,0.6251628
layers.5.conv1,0.72249347
layers.5.conv2,0.7175926
layers.5.conv3,0.7239583
layers.6.conv1,0.70166016
layers.6.conv2,0.6938657
layers.6.conv3,0.70841473
layers.7.conv1,0.81062824
layers.7.conv2,0.7957176
layers.7.conv3,0.81311035
layers.8.conv1,0.92667645
layers.8.conv2,0.9198495
layers.8.conv3,0.93204755
layers.9.conv1,0.936971
layers.9.conv2,0.9282407
layers.9.conv3,0.9390869
layers.10.conv1,0.867513
layers.10.conv2,0.8640046
layers.10.conv3,0.87112087
layers.10.shortcut.0,0.04378255
layers.11.conv1,0.9264142
layers.11.conv2,0.9201389
layers.11.conv3,0.92909074
layers.12.conv1,0.9528718
layers.12.conv2,0.951196
layers.12.conv3,0.9550781
layers.13.conv1,0.895761
layers.13.conv2,0.8904321
layers.13.conv3,0.8985026
layers.14.conv1,0.88805336
layers.14.conv2,0.8684028
layers.14.conv3,0.893138
layers.15.conv1,0.9448828
layers.15.conv2,0.9383102
layers.15.conv3,0.94747394
layers.16.conv1,0.937806
layers.16.conv2,0.9322917
layers.16.conv3,0.9423405
layers.16.shortcut.0,0.27326173
conv2,0.40289307
linear,0.0
