layer_names,pr
conv1,0.0
layers.0.conv1,0.8339844
layers.0.conv2,0.6805556
layers.0.conv3,0.7480469
layers.0.shortcut.0,0.5292969
layers.1.conv1,0.6119792
layers.1.conv2,0.5706019
layers.1.conv3,0.63151044
layers.1.shortcut.0,0.33854166
layers.2.conv1,0.6423611
layers.2.conv2,0.591821
layers.2.conv3,0.6689815
layers.3.conv1,0.5318287
layers.3.conv2,0.46604937
layers.3.conv3,0.5338542
layers.4.conv1,0.7117513
layers.4.conv2,0.6510417
layers.4.conv3,0.7133789
layers.5.conv1,0.76416016
layers.5.conv2,0.7424769
layers.5.conv3,0.7890625
layers.6.conv1,0.7400716
layers.6.conv2,0.7123843
layers.6.conv3,0.7694499
layers.7.conv1,0.86621094
layers.7.conv2,0.8292824
layers.7.conv3,0.8863118
layers.8.conv1,0.9484456
layers.8.conv2,0.9351852
layers.8.conv3,0.9640706
layers.9.conv1,0.95947266
layers.9.conv2,0.9513889
layers.9.conv3,0.9666341
layers.10.conv1,0.89249676
layers.10.conv2,0.8744213
layers.10.conv3,0.9128689
layers.10.shortcut.0,0.32470703
layers.11.conv1,0.9470486
layers.11.conv2,0.9342207
layers.11.conv3,0.95719403
layers.12.conv1,0.9661097
layers.12.conv2,0.958912
layers.12.conv3,0.97269243
layers.13.conv1,0.9171188
layers.13.conv2,0.89969134
layers.13.conv3,0.9287001
layers.14.conv1,0.9412565
layers.14.conv2,0.8980324
layers.14.conv3,0.9511263
layers.15.conv1,0.96569663
layers.15.conv2,0.9488426
layers.15.conv3,0.9728385
layers.16.conv1,0.95728517
layers.16.conv2,0.94247687
layers.16.conv3,0.9752409
layers.16.shortcut.0,0.92742187
conv2,0.995022
linear,0.0
