layer_names,pr
conv1,0.0
dense1.0.conv1,0.6238426
dense1.1.conv1,0.7152778
dense1.2.conv1,0.6822917
dense1.3.conv1,0.67654324
dense1.4.conv1,0.6819702
dense1.5.conv1,0.63723546
dense1.6.conv1,0.7111304
dense1.7.conv1,0.7429698
dense1.8.conv1,0.75177467
dense1.9.conv1,0.71997756
dense1.10.conv1,0.7486497
dense1.11.conv1,0.77403843
trans1.conv1,0.5391511
dense2.0.conv1,0.85482806
dense2.1.conv1,0.85807616
dense2.2.conv1,0.86709106
dense2.3.conv1,0.864606
dense2.4.conv1,0.8651835
dense2.5.conv1,0.86756825
dense2.6.conv1,0.8988426
dense2.7.conv1,0.8838183
dense2.8.conv1,0.8931327
dense2.9.conv1,0.9063674
dense2.10.conv1,0.8984375
dense2.11.conv1,0.93188274
trans2.conv1,0.81910545
dense3.0.conv1,0.9805318
dense3.1.conv1,0.9841392
dense3.2.conv1,0.97597003
dense3.3.conv1,0.9850202
dense3.4.conv1,0.9867027
dense3.5.conv1,0.98655915
dense3.6.conv1,0.98847413
dense3.7.conv1,0.99097455
dense3.8.conv1,0.99033225
dense3.9.conv1,0.9921296
dense3.10.conv1,0.99466306
dense3.11.conv1,0.993994
fc,0.0
