layer_names,pr
conv1,0.0
dense1.0.conv1,0.49614197
dense1.1.conv1,0.52880657
dense1.2.conv1,0.5555556
dense1.3.conv1,0.81203705
dense1.4.conv1,0.62114197
dense1.5.conv1,0.63128304
dense1.6.conv1,0.73128855
dense1.7.conv1,0.705847
dense1.8.conv1,0.56666666
dense1.9.conv1,0.6219837
dense1.10.conv1,0.6545139
dense1.11.conv1,0.6804962
trans1.conv1,0.32142857
dense2.0.conv1,0.7508267
dense2.1.conv1,0.7419753
dense2.2.conv1,0.73427856
dense2.3.conv1,0.7823166
dense2.4.conv1,0.74121225
dense2.5.conv1,0.77574724
dense2.6.conv1,0.80212194
dense2.7.conv1,0.7518004
dense2.8.conv1,0.7940867
dense2.9.conv1,0.79659826
dense2.10.conv1,0.81410754
dense2.11.conv1,0.7768827
trans2.conv1,0.39613125
dense3.0.conv1,0.97302353
dense3.1.conv1,0.94338703
dense3.2.conv1,0.9376378
dense3.3.conv1,0.958493
dense3.4.conv1,0.9740998
dense3.5.conv1,0.9767523
dense3.6.conv1,0.96091336
dense3.7.conv1,0.96525437
dense3.8.conv1,0.9886529
dense3.9.conv1,0.9209215
dense3.10.conv1,0.95936215
dense3.11.conv1,0.9534326
fc,0.0
