layer_names,pr
conv1,0.0
layers.0.conv1,0.9746094
layers.0.conv2,0.8472222
layers.0.conv3,0.84765625
layers.0.shortcut.0,0.9042969
layers.1.conv1,0.984375
layers.1.conv2,0.9814815
layers.1.conv3,0.9939236
layers.1.shortcut.0,0.39583334
layers.2.conv1,1.0
layers.2.conv2,1.0
layers.2.conv3,1.0
layers.3.conv1,0.8993056
layers.3.conv2,0.841821
layers.3.conv3,0.88042533
layers.4.conv1,0.8663737
layers.4.conv2,0.8142361
layers.4.conv3,0.85058594
layers.5.conv1,0.7654622
layers.5.conv2,0.7135417
layers.5.conv3,0.7675781
layers.6.conv1,0.63460284
layers.6.conv2,0.537037
layers.6.conv3,0.66381836
layers.7.conv1,0.94421387
layers.7.conv2,0.9123264
layers.7.conv3,0.9447835
layers.8.conv1,0.9460449
layers.8.conv2,0.9259259
layers.8.conv3,0.9580078
layers.9.conv1,0.9659017
layers.9.conv2,0.9560185
layers.9.conv3,0.9746094
layers.10.conv1,0.8621419
layers.10.conv2,0.8151042
layers.10.conv3,0.89786786
layers.10.shortcut.0,0.45784506
layers.11.conv1,0.91503906
layers.11.conv2,0.8748071
layers.11.conv3,0.9378798
layers.12.conv1,0.9507198
layers.12.conv2,0.9328704
layers.12.conv3,0.96345127
layers.13.conv1,0.8631908
layers.13.conv2,0.82426697
layers.13.conv3,0.87582463
layers.14.conv1,0.88841796
layers.14.conv2,0.80775464
layers.14.conv3,0.88576823
layers.15.conv1,0.9284115
layers.15.conv2,0.9059028
layers.15.conv3,0.9470573
layers.16.conv1,0.935306
layers.16.conv2,0.921875
layers.16.conv3,0.9569076
layers.16.shortcut.0,0.74990237
conv2,0.8400659
linear,0.0
