layer_names,pr
conv1,0.0
layers.0.conv1,0.9970703
layers.0.conv2,0.9756944
layers.0.conv3,0.9902344
layers.0.shortcut.0,0.8886719
layers.1.conv1,0.98372394
layers.1.conv2,0.9814815
layers.1.conv3,0.98741317
layers.1.shortcut.0,0.29166666
layers.2.conv1,1.0
layers.2.conv2,1.0
layers.2.conv3,1.0
layers.3.conv1,0.8978588
layers.3.conv2,0.8603395
layers.3.conv3,0.9001736
layers.4.conv1,0.8823242
layers.4.conv2,0.8136574
layers.4.conv3,0.851888
layers.5.conv1,0.8592122
layers.5.conv2,0.8101852
layers.5.conv3,0.87906903
layers.6.conv1,0.65185547
layers.6.conv2,0.5636574
layers.6.conv3,0.68237305
layers.7.conv1,0.91764325
layers.7.conv2,0.870081
layers.7.conv3,0.92976886
layers.8.conv1,0.9505208
layers.8.conv2,0.9334491
layers.8.conv3,0.960083
layers.9.conv1,0.98238117
layers.9.conv2,0.9774306
layers.9.conv3,0.986613
layers.10.conv1,0.84639484
layers.10.conv2,0.7991898
layers.10.conv3,0.8793403
layers.10.shortcut.0,0.49365234
layers.11.conv1,0.9233941
layers.11.conv2,0.8890818
layers.11.conv3,0.94388384
layers.12.conv1,0.94657844
layers.12.conv2,0.92611885
layers.12.conv3,0.96343315
layers.13.conv1,0.86105686
layers.13.conv2,0.82214504
layers.13.conv3,0.8732856
layers.14.conv1,0.88521487
layers.14.conv2,0.80752313
layers.14.conv3,0.8865951
layers.15.conv1,0.9309245
layers.15.conv2,0.9105324
layers.15.conv3,0.9494141
layers.16.conv1,0.9331901
layers.16.conv2,0.91979164
layers.16.conv3,0.95641273
layers.16.shortcut.0,0.7437891
conv2,0.83803225
linear,0.0
