Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,161420512.0,0.33860787749290466,8.171688250513398e-07,82.56,0.3456619381904602,9.062451340469124e-07,81.75
0,5004035872.0,0.30073001980781555,6.275505484154564e-07,84.84,0.31138139963150024,8.257098329522705e-07,83.71
10,53430189472.0,0.21926434338092804,7.607958991684427e-07,89.28,0.2344251275062561,8.272999707514828e-07,86.71
20,101856343072.0,0.2161835879087448,6.543795620927995e-07,88.96,0.2306860238313675,8.718075150682125e-07,86.6
30,150282496672.0,0.2143385112285614,1.138460788752127e-06,88.74,0.2257731556892395,9.92513037090248e-07,86.53
40,198708650272.0,0.1911693513393402,1.7144787989309407e-06,89.7,0.21440790593624115,1.6028885738705867e-06,86.31
50,247134803872.0,0.16974078118801117,3.391647169337375e-06,88.7,0.2019273340702057,2.339248794669402e-06,86.24
60,295560957472.0,0.16661633551120758,3.6556557461153716e-06,88.62,0.20252348482608795,2.4677101464476436e-06,86.19
70,343987111072.0,0.16441243886947632,3.156937737003318e-06,88.62,0.1974055916070938,2.7880359994014725e-06,86.28
80,392413264672.0,0.15111418068408966,5.040072664996842e-06,88.94,0.1974789947271347,4.061400886712363e-06,86.47
90,440839418272.0,0.1265830099582672,7.152661055442877e-06,89.5,0.18413116037845612,5.3692156143370084e-06,86.93
