Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143397808.0,0.937175452709198,3.4674785638344474e-06,78.66,0.8497145771980286,2.966434749396285e-06,78.69
0,4445332048.0,0.45378267765045166,2.186337724197074e-06,92.4,0.3969722092151642,1.8169668010159512e-06,88.53
10,47464674448.0,0.11948671191930771,3.1693714390712557e-06,96.96,0.14070618152618408,2.876304961318965e-06,92.09
20,90484016848.0,0.11159175634384155,3.6081491998629645e-06,97.52,0.13026238977909088,3.112909780611517e-06,92.04
30,133503359248.0,0.09991082549095154,4.292395260563353e-06,97.26,0.12412495166063309,3.50378172697674e-06,92.14
40,176522701648.0,0.08108026534318924,5.5196715038619e-06,97.52,0.10907222330570221,5.199681254453026e-06,92.29
50,219542044048.0,0.06824497133493423,7.294729584828019e-06,97.42,0.11590367555618286,6.4037326410471e-06,92.42
60,262561386448.0,0.07039503008127213,6.162311819934985e-06,97.68,0.1074889600276947,6.72881969876471e-06,92.42
70,305580728848.0,0.06639084964990616,8.28341580927372e-06,97.68,0.11301726847887039,7.146131338231498e-06,92.45
80,348600071248.0,0.057962678372859955,8.739895747567061e-06,97.96,0.10820651799440384,9.02019291970646e-06,92.6
90,391619413648.0,0.05462930351495743,8.818829883239232e-06,98.04,0.10833227634429932,1.0757516974990722e-05,92.61
