Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 16 train accuracy,Prob 17 train accuracy,Prob 18 train accuracy,Prob 19 train accuracy,Prob 20 train accuracy,Prob 21 train accuracy,Prob 22 train accuracy,Prob 23 train accuracy,Prob 24 train accuracy,Prob 25 train accuracy,Prob 26 train accuracy,Prob 27 train accuracy,Prob 28 train accuracy,Prob 29 train accuracy,Prob 30 train accuracy,Prob 31 train accuracy,Prob 32 train accuracy,Prob 33 train accuracy,Prob 34 train accuracy,Prob 35 train accuracy,Prob 36 train accuracy,Prob 37 train accuracy,Prob 38 train accuracy,Prob 39 train accuracy,Prob 40 train accuracy,Prob 41 train accuracy,Prob 42 train accuracy,Prob 43 train accuracy,Prob 44 train accuracy,Prob 45 train accuracy,Prob 46 train accuracy,Prob 47 train accuracy,Prob 48 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Prob 16 test accuracy,Prob 17 test accuracy,Prob 18 test accuracy,Prob 19 test accuracy,Prob 20 test accuracy,Prob 21 test accuracy,Prob 22 test accuracy,Prob 23 test accuracy,Prob 24 test accuracy,Prob 25 test accuracy,Prob 26 test accuracy,Prob 27 test accuracy,Prob 28 test accuracy,Prob 29 test accuracy,Prob 30 test accuracy,Prob 31 test accuracy,Prob 32 test accuracy,Prob 33 test accuracy,Prob 34 test accuracy,Prob 35 test accuracy,Prob 36 test accuracy,Prob 37 test accuracy,Prob 38 test accuracy,Prob 39 test accuracy,Prob 40 test accuracy,Prob 41 test accuracy,Prob 42 test accuracy,Prob 43 test accuracy,Prob 44 test accuracy,Prob 45 test accuracy,Prob 46 test accuracy,Prob 47 test accuracy,Prob 48 test accuracy,Final test accuracy
0,19.213333333333335,17.495555555555555,19.4488888865153,30.7577777730306,20.746666664632162,15.288888888380262,31.99111110636393,18.45111110941569,15.655555554707846,33.764444440375435,33.6111111070421,35.87111110772027,46.82222222154405,34.693333331976994,35.37111110568576,49.34666666531033,37.68222221679687,32.548888886854385,54.79333332926432,44.86222222018772,40.053333328586156,63.62666666531033,74.52666665988498,86.48888888075086,90.706666663954,68.52666665852864,59.795555552842885,92.353333331977,76.59555555555555,62.1755555460612,94.63999999864366,67.02222221679688,47.16666666395399,95.88222221544054,80.11333332519531,69.10444443766276,97.07555555419921,58.328888886176216,50.45999999864366,97.19555554877387,96.19555554877387,96.72222222222223,99.41333333333333,57.21333332248264,27.617777777099608,99.32444444444444,16.739999997287327,13.155555554538303,99.44222222222223,23.82,23.64,25.73,34.58,26.4,17.86,36.36,22.31,20.33,38.38,40.63,42.32,48.7,39.15,40.86,51.53,42.42,34.87,56.33,48.03,39.8,65.15,74.91,84.49,86.16,69.25,63.12,87.19,82.69,76.44,88.61,74.64,54.5,89.65,84.17,77.21,90.79,72.9,55.56,91.15,90.48,91.29,92.33,64.49,36.16,92.31,29.38,15.18,92.28,92.3
1,22.782222220865886,24.962222222222223,25.646666664971246,37.05555555080838,26.11111110772027,19.671111110432943,38.76444444308811,24.79777777540419,19.562222221544054,40.37999999932183,43.453333329264325,46.61111110975477,52.88444444240994,40.68222222154405,40.595555554877386,56.36222221611871,47.2244444410536,41.7111111070421,61.7511111070421,54.795555552842885,52.17777777642144,71.52888888753255,82.49333332248264,92.44888888075087,94.30444443630643,75.01333332383898,68.72888888617622,95.52222221544054,88.74222222222222,79.17999999457466,96.85111110432943,80.51777777235243,62.41555555284288,97.93777777099609,94.47555555419922,85.58666665717232,98.98222222222222,84.98666666124132,60.75999999593099,99.38222222222223,99.16444444444444,99.7088888888889,99.92444444444445,69.34666665581597,48.77999999593099,99.92666666666666,28.85333333062066,20.453333332994248,99.92444444444445,23.32,21.99,26.15,36.48,28.64,23.72,38.41,24.33,21.31,40.65,43.79,47.05,50.67,40.01,43.23,54.47,48.87,46.87,59.83,54.3,53.1,68.75,77.69,84.9,86.37,70.44,65.08,87.44,82.19,73.93,88.69,77.96,60.43,89.68,86.06,79.24,90.82,75.32,53.69,91.13,90.72,91.49,92.19,66.72,53.35,92.22,30.64,19.77,92.24,92.3
2,23.43111111009386,26.466666666327583,26.982222222222223,38.56,27.866666665649415,22.75777777574327,40.26444444444444,26.24222222120497,21.999999997287325,42.04222222222222,45.286666664632165,48.01999999932183,53.99333332790798,42.131111109076606,42.988888888210724,57.4911111070421,50.13333333062066,47.56666666191949,62.62444444308811,57.37999999728733,58.66444443766276,72.39111111246744,83.44444444173178,92.9311111070421,94.47777777370877,76.08666665852864,70.07333332655165,95.70666665852865,89.25333332926432,79.33999999186197,96.97999999321831,85.39333333062066,68.79777777913411,97.98666665988499,95.4244444430881,87.55555554470486,99.06,86.79333333062065,59.51555555284288,99.44888888888889,99.28888888888889,99.7688888888889,99.92666666666666,72.92666666124131,59.02444443969726,99.92888888888889,34.23111110941569,24.83777777709961,99.92888888888889,22.25,21.28,23.29,35.21,23.96,25.46,38.33,25.26,23.51,40.26,42.85,46.08,50.71,39.11,41.26,54.42,47.7,49.87,59.38,52.73,57.71,68.48,77.25,85.08,86.35,69.18,62.89,87.4,81.82,76.44,88.66,77.56,59.86,89.69,86.57,80.57,90.72,77.11,54.61,91.1,90.56,91.49,92.22,66.4,53.3,92.26,31.43,22.01,92.24,92.3
3,23.751111108737522,25.864444442070855,25.982222220187715,38.89999999593099,26.10444444240994,23.35333333231608,40.67555555419922,27.233333330959745,23.168888887193468,42.25111110772027,44.52444444376628,47.59999999660916,54.16444444037543,41.34222221747504,41.8844444410536,57.697777775065106,49.81999999593099,48.78444444037543,62.47333333062066,57.022222220865885,61.07999999593099,72.21111110161675,83.25999999457466,92.90222221950955,94.39999999864366,76.12444443630642,70.26666666666667,95.65333332655165,88.94888888617622,79.92888888346354,96.92666665988499,84.72666666531033,66.98222222357856,97.96666666531033,95.493333331977,87.7622222140842,98.98444443766276,87.35555554470486,60.86888888278537,99.34666666666666,99.20444444444445,99.71555555555555,99.91333333333333,74.41999999728732,58.77555555216471,99.91111111111111,26.11333332926432,21.97111110873752,99.91111111111111,23.41,24.73,27.32,35.24,27.74,26.37,39.9,26.52,25.02,42.61,44.34,47.27,52.68,40.46,43.24,55.86,48.0,45.89,59.91,53.94,55.31,68.42,76.24,85.21,86.71,70.56,64.62,87.7,81.62,75.24,88.77,78.39,63.14,89.78,86.42,78.79,90.72,78.29,55.44,91.12,90.7,91.48,92.24,72.59,54.66,92.28,37.43,19.95,92.25,92.3
4,24.017777777777777,26.966666663953994,27.391111108737523,39.57555555487739,27.13555555352105,23.864444442070855,41.24666666666667,27.43333333231608,23.953333332655166,42.80444444308811,45.44222222222222,47.96888888685439,54.54444444240994,42.293333331976996,43.151111106363935,57.764444439019094,50.06666666124132,48.30222221883138,62.679999997965496,57.11777777235243,60.846666663954,72.52222221950954,83.37111110975478,92.93555555284289,94.44666665852864,76.40222221544053,70.45777777099609,95.72666665988498,89.52222221544054,80.65111110026042,97.09777777099609,85.18666665581597,68.77555555419922,98.06666665988499,95.45555555419922,87.6377777750651,99.01555555555555,88.48444444308811,62.46444443969727,99.37333333333333,99.25333332655165,99.7911111111111,99.92,77.71999999186198,58.07111111246745,99.92222222222222,27.751111108737522,21.642222222222223,99.92222222222222,24.03,24.01,25.13,36.61,24.12,23.91,39.73,25.89,24.51,41.94,43.16,46.15,52.57,39.72,41.76,56.12,47.27,45.67,60.73,51.57,53.95,69.38,76.76,85.38,86.7,70.47,65.51,87.66,81.87,75.78,88.73,79.32,62.9,89.82,86.49,79.53,90.96,77.6,55.0,91.15,90.59,91.51,92.21,67.44,55.62,92.25,27.16,20.3,92.2,92.3
5,24.20666666531033,26.826666663953993,26.839999999321833,39.61999999525282,27.25999999830458,24.017777776760525,41.395555552164716,27.45111111111111,24.511111109754776,43.091111107720266,45.417777775743275,48.28222222154405,54.67555555352105,41.93999999593099,42.797777773708766,58.013333331976995,50.04888888821072,48.342222220187715,62.91333332655165,57.27111110907661,61.41333333129883,72.70222221679687,83.56222221272786,93.19555555148655,94.51111110839844,76.67777777099609,71.28666666056316,95.78888888617621,89.39555555419922,80.56444444037544,96.97999999864366,85.49555554741754,68.54222221815321,97.97555554741753,95.5022222140842,87.33555555419922,99.06222222222222,88.81777777642144,62.31333332790798,99.4088888821072,99.24444444308811,99.71999999321831,99.91333333333333,77.91333332383897,60.235555554199216,99.90444444444445,25.013333332655165,21.071111108398437,99.90666666666667,24.37,26.34,26.17,36.96,25.49,23.38,39.75,28.41,25.51,41.9,42.81,44.67,52.03,40.23,41.08,55.22,48.65,48.71,59.97,53.24,55.74,68.49,76.32,85.05,86.42,70.47,64.18,87.59,80.82,75.05,88.73,78.97,64.38,89.79,86.39,78.57,90.84,76.07,53.16,91.14,90.59,91.45,92.18,65.41,54.25,92.24,27.75,21.53,92.23,92.3
6,24.25777777777778,27.704444443766278,27.782222221544053,39.642222216796874,28.1622222205268,25.11999999830458,41.41111110568576,27.57555555216471,25.3288888865153,43.01111110907661,44.85333333333333,47.58444444240994,54.50666666327582,42.09777777709961,42.673333329942494,58.046666659884984,50.322222217475044,49.0777777730306,62.888888883463544,57.13777777913411,61.402222214084205,72.63111110839844,83.42888888346354,92.97333332519531,94.293333331977,76.79555555419923,71.09555554877387,95.61111110432942,89.14666666124133,80.44444443359374,97.01333332655165,86.66888888753255,71.11999999186197,98.03333332655166,95.45555554741753,86.46444444173177,99.05999999321831,87.3711111070421,60.58888888346354,99.38888888753256,99.25111110432942,99.73555555555555,99.91333333333333,74.7155555501302,58.533333323838974,99.90444444444445,35.935555553860134,23.982222220865886,99.90444444444445,22.28,22.29,23.47,35.21,21.63,21.39,38.3,26.87,23.26,41.08,42.56,45.12,51.03,37.95,39.47,54.27,45.26,44.65,58.79,51.5,59.09,67.66,76.33,84.88,86.34,69.47,63.25,87.35,81.69,73.76,88.47,73.27,58.27,89.59,86.18,79.78,90.6,79.9,55.03,91.05,90.49,91.48,92.14,69.26,53.59,92.24,22.99,20.28,92.24,92.3
7,24.2622222205268,26.535555555555554,26.57111110941569,39.38444444173177,25.89111111009386,23.43111110873752,41.219999998643665,27.504444440375433,23.544444441053603,42.89555555487739,44.72222222222222,47.582222219509546,54.662222220187715,41.83777777642144,42.29777777642144,57.751111109754774,49.419999995930986,48.03111111111111,62.58666665717231,56.77999999186198,61.97333332383898,72.4644444390191,83.25333332655165,92.96222222086588,94.37999999321832,76.52666666259766,70.35111110161675,95.71111110432943,89.09777776828342,80.45777777099609,96.97555554877387,84.35555555555555,67.23555555419922,98.0088888821072,95.45333333062067,86.95333332790798,99.01555554877388,89.20444443766276,62.54444444580078,99.35555555555555,99.21111110975477,99.75555554877387,99.90222222222222,75.02888887939453,57.406666660563154,99.90666666666667,24.13999999660916,20.495555553181966,99.90666666666667,23.59,25.56,27.45,35.82,25.63,26.51,39.57,29.14,26.06,41.96,44.16,45.68,52.03,40.76,43.22,55.2,48.17,46.64,59.67,53.95,56.27,68.59,76.95,85.53,86.62,71.17,65.57,87.63,82.22,74.94,88.75,77.81,63.86,89.78,86.52,79.24,90.86,77.93,55.45,91.15,90.71,91.47,92.23,79.14,58.28,92.26,24.63,20.79,92.26,92.3
8,24.264444444444443,27.51999999593099,27.586666666666666,39.58666666395399,27.97111110772027,25.60444444240994,41.295555552842885,27.959999998643664,24.493333330959743,42.72222222018772,44.993333329264324,47.62222222154406,54.399999997965494,41.9244444390191,42.65555555352105,57.83777777574327,49.85333333265517,49.062222220865884,62.77999999457465,56.78444444240994,61.57333333468967,72.28888888075087,83.11555555148655,93.02888887939453,94.46444444173177,76.60222221272787,70.43333333062066,95.68444443495008,88.94444444444444,80.77999999728732,97.06444444173177,86.28444443630643,69.98888888617621,98.01555555419922,95.37555554741753,86.93333332655165,99.06444443766276,88.17333333333333,60.8888888821072,99.3977777709961,99.28888888753255,99.7088888821072,99.89333332655166,75.1288888821072,58.31999999593099,99.89333332655166,30.13111110873752,21.96222222120497,99.8977777709961,23.49,24.75,26.74,36.7,23.9,25.34,40.16,27.0,26.43,42.58,43.74,46.76,52.55,39.69,42.29,56.14,47.28,47.4,61.23,54.46,59.14,69.49,77.6,85.47,86.58,71.23,66.11,87.53,82.41,75.06,88.73,77.3,61.43,89.68,86.71,80.06,90.76,79.93,57.71,91.08,90.61,91.51,92.15,76.07,55.48,92.26,23.94,19.82,92.29,92.3
9,24.413333331976997,27.128888886854384,27.168888887532553,39.62888888821072,26.65333333129883,23.65333332994249,41.45111111111111,27.897777776760524,24.893333332316082,43.21111110772027,44.7,47.119999998643664,54.85333332722982,42.111111105685765,42.951111108398436,58.11555554877387,49.28,47.25777777235243,62.866666668023,56.94666666259766,61.49777777777778,72.7911111111111,83.62444444308811,93.13999999864366,94.51333332519532,77.05111110568576,70.779999995931,95.68444444308811,89.2955555501302,80.52888887803819,97.03111110432943,85.74,69.22222221611871,98.01777777099609,95.41999999864366,86.80888888481988,99.03555554877387,88.04666666259766,62.3577777750651,99.41999999321831,99.25333333333333,99.75333333333333,99.91777777777777,79.52222221272787,59.251111109754774,99.92,26.57555555419922,21.22444444240994,99.92,23.3,24.4,25.11,36.4,24.71,21.94,39.83,25.33,23.06,42.41,40.36,45.6,52.43,37.12,38.63,55.88,43.67,39.87,60.6,48.33,47.88,69.35,77.23,85.4,86.73,71.13,66.68,87.44,82.04,71.15,88.7,76.09,58.19,89.73,86.71,79.83,90.77,80.31,56.46,90.94,90.52,91.5,92.21,66.49,57.36,92.28,27.91,20.18,92.28,92.3
