Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,152544208.0,0.5155033469200134,1.8268362964590779e-06,86.02,0.47327613830566406,1.7741118654157617e-06,84.58
0,4728870448.0,0.42436814308166504,1.5616878954460844e-06,90.16,0.39324119687080383,1.7693909057925339e-06,87.46
10,50492132848.0,0.193837508559227,9.66958964454534e-07,94.0,0.20496699213981628,9.99358348963142e-07,90.42
20,96255395248.0,0.18523699045181274,1.177472654489975e-06,93.96,0.20012204349040985,1.0185361816184013e-06,90.51
30,142018657648.0,0.1763884276151657,1.3352396308619063e-06,93.92,0.18966585397720337,1.1427820254539256e-06,90.49
40,187781920048.0,0.1415494978427887,1.237785681951209e-06,94.4,0.16843605041503906,1.8756617237158935e-06,90.49
50,233545182448.0,0.1211390346288681,3.169716364936903e-06,94.66,0.15600642561912537,2.67232212536328e-06,90.72
60,279308444848.0,0.12323075532913208,3.018360075657256e-06,94.42,0.15191765129566193,2.826032414304791e-06,90.75
70,325071707248.0,0.10963456332683563,3.7408854041132145e-06,94.54,0.15056414902210236,3.0430264814640395e-06,90.72
80,370834969648.0,0.0930367261171341,4.3895547605643515e-06,94.7,0.1486366093158722,3.902757725882111e-06,90.88
90,416598232048.0,0.0927651897072792,6.194713478180347e-06,95.64,0.13594098389148712,4.977670414518798e-06,91.16
