Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,152790640.0,0.39912188053131104,2.079269506793935e-06,92.08,0.4017021954059601,2.415978769931826e-06,88.49
0,4736509840.0,0.36479371786117554,2.0165941805316834e-06,93.26,0.36544936895370483,2.2478336632048013e-06,89.5
10,50573701840.0,0.19264578819274902,1.2271451623746543e-06,95.28,0.1956281214952469,1.4975147450968507e-06,90.69
20,96410893840.0,0.18429337441921234,1.5196734466371709e-06,95.38,0.1867341846227646,1.557365749249584e-06,90.75
30,142248085840.0,0.17014525830745697,1.473251472816628e-06,94.68,0.17229419946670532,1.747937744767114e-06,90.74
40,188085277840.0,0.13574202358722687,2.143385245290119e-06,95.1,0.14192743599414825,2.507918907213025e-06,90.88
50,233922469840.0,0.11186753213405609,3.087506456722622e-06,95.16,0.12606391310691833,3.3771343623811845e-06,90.93
60,279759661840.0,0.11154785007238388,3.777863639697898e-06,94.72,0.12204059958457947,3.585683543860796e-06,90.96
70,325596853840.0,0.10314194858074188,3.1277734251489164e-06,95.26,0.1180347427725792,3.891667802236043e-06,90.99
80,371434045840.0,0.08957864344120026,5.589763077296084e-06,95.5,0.10970053821802139,5.2941600188205484e-06,91.19
90,417271237840.0,0.07766923308372498,4.763196102430811e-06,95.6,0.11119656264781952,6.71004454488866e-06,91.23
