layer_names,pr
conv1,0.0
layer1.0.conv1,0.5498047
layer1.0.conv2,0.47208658
layer1.0.conv3,0.21704102
layer1.0.shortcut.0,0.487854
layer1.1.conv1,0.30249023
layer1.1.conv2,0.24348958
layer1.1.conv3,0.18103027
layer1.2.conv1,0.37420654
layer1.2.conv2,0.5948079
layer1.2.conv3,0.60546875
layer2.0.conv1,0.21795654
layer2.0.conv2,0.3374905
layer2.0.conv3,0.2661438
layer2.0.shortcut.0,0.2852478
layer2.1.conv1,0.41584778
layer2.1.conv2,0.47301567
layer2.1.conv3,0.43301392
layer2.2.conv1,0.35154724
layer2.2.conv2,0.38519967
layer2.2.conv3,0.45089722
layer2.3.conv1,0.29319763
layer2.3.conv2,0.3854438
layer2.3.conv3,0.37190247
layer3.0.conv1,0.21041107
layer3.0.conv2,0.29899088
layer3.0.conv3,0.23511505
layer3.0.shortcut.0,0.33099365
layer3.1.conv1,0.36212158
layer3.1.conv2,0.26215786
layer3.1.conv3,0.21393585
layer3.2.conv1,0.29923248
layer3.2.conv2,0.2895881
layer3.2.conv3,0.25028992
layer3.3.conv1,0.28648758
layer3.3.conv2,0.3468611
layer3.3.conv3,0.32125092
layer3.4.conv1,0.36637115
layer3.4.conv2,0.5023024
layer3.4.conv3,0.50048447
layer3.5.conv1,0.31489182
layer3.5.conv2,0.5052609
layer3.5.conv3,0.5682869
layer4.0.conv1,0.30818367
layer4.0.conv2,0.6141773
layer4.0.conv3,0.68788624
layer4.0.shortcut.0,0.7574334
layer4.1.conv1,0.6850338
layer4.1.conv2,0.6189774
layer4.1.conv3,0.68854904
layer4.2.conv1,0.932601
layer4.2.conv2,0.9704454
layer4.2.conv3,0.9243593
linear,0.0
