layer_names,pr
conv1,0.0
layer1.0.conv1,0.61157227
layer1.0.conv2,0.5392253
layer1.0.conv3,0.33093262
layer1.0.shortcut.0,0.49969482
layer1.1.conv1,0.23138428
layer1.1.conv2,0.21872288
layer1.1.conv3,0.18682861
layer1.2.conv1,0.20452881
layer1.2.conv2,0.20326063
layer1.2.conv3,0.12872314
layer2.0.conv1,0.09118652
layer2.0.conv2,0.13526747
layer2.0.conv3,0.17979431
layer2.0.shortcut.0,0.17179108
layer2.1.conv1,0.23280334
layer2.1.conv2,0.22805446
layer2.1.conv3,0.26550293
layer2.2.conv1,0.18830872
layer2.2.conv2,0.23380534
layer2.2.conv3,0.30915833
layer2.3.conv1,0.20690918
layer2.3.conv2,0.3494873
layer2.3.conv3,0.51701355
layer3.0.conv1,0.12199402
layer3.0.conv2,0.164505
layer3.0.conv3,0.14773178
layer3.0.shortcut.0,0.18520927
layer3.1.conv1,0.21704865
layer3.1.conv2,0.14754571
layer3.1.conv3,0.13025665
layer3.2.conv1,0.15242004
layer3.2.conv2,0.14987183
layer3.2.conv3,0.12188339
layer3.3.conv1,0.11540604
layer3.3.conv2,0.12916395
layer3.3.conv3,0.122722626
layer3.4.conv1,0.11366272
layer3.4.conv2,0.15793355
layer3.4.conv3,0.16225815
layer3.5.conv1,0.10407257
layer3.5.conv2,0.15028042
layer3.5.conv3,0.19486618
layer4.0.conv1,0.12359238
layer4.0.conv2,0.28461498
layer4.0.conv3,0.30740833
layer4.0.shortcut.0,0.34504318
layer4.1.conv1,0.2891531
layer4.1.conv2,0.23686388
layer4.1.conv3,0.28215027
layer4.2.conv1,0.48081017
layer4.2.conv2,0.6645008
layer4.2.conv3,0.5816002
linear,0.0
