Name,Dense Accuracy,Pruned Accuracy
vgg19_dilation_max_pool_normal_cifar10_1783118445.1482038_rf_level_91_recording_dilation_max_pool_100_no_ffcv_test_acc_93.58.pth,93.58,92.61
vgg19_dilation_max_pool_normal_cifar10_1783118236.8309095_rf_level_91_recording_dilation_max_pool_100_no_ffcv_test_acc_93.86.pth,93.86,93.44
vgg19_dilation_max_pool_normal_cifar10_1783118615.0742407_rf_level_91_recording_dilation_max_pool_100_no_ffcv_test_acc_93.76.pth,93.76,34.8
