Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,85.15621948242188,19.26,100.17625427246094,18.31
0,16261564800.0,12.738043785095215,60.4,15.923760414123535,52.8
10,178877212800.0,6.20939826965332,75.86,11.425188064575195,62.88
20,341492860800.0,5.199594497680664,80.64,9.46735954284668,65.01
30,504108508800.0,4.530002117156982,83.96,10.925996780395508,65.93
40,666724156800.0,4.955755710601807,84.92,11.533289909362793,66.58
50,829339804800.0,5.358969688415527,87.14,10.632718086242676,67.13
60,991955452800.0,4.550281047821045,89.78,12.52457046508789,67.1
70,1154571100800.0,4.41099214553833,90.36,12.190049171447754,67.42
80,1317186748800.0,3.994455337524414,91.8,12.798782348632812,67.36
90,1479802396800.0,4.33604621887207,92.92,14.280119895935059,67.89
100,1626156480000.0,4.849291801452637,93.42,15.469733238220215,67.63
