,pr_from_layer4.2.conv3_to_layer4.2.conv3,layer_names,pr_from_layer4.2.conv2_to_layer4.2.conv3,pr_from_layer4.2.conv1_to_layer4.2.conv3,pr_from_layer4.1.conv3_to_layer4.2.conv3,pr_from_layer4.1.conv2_to_layer4.2.conv3,pr_from_layer4.1.conv1_to_layer4.2.conv3,pr_from_layer4.0.shortcut.0_to_layer4.2.conv3,pr_from_layer4.0.conv3_to_layer4.2.conv3,pr_from_layer4.0.conv2_to_layer4.2.conv3,pr_from_layer4.0.conv1_to_layer4.2.conv3,pr_from_layer3.5.conv3_to_layer4.2.conv3,pr_from_layer3.5.conv2_to_layer4.2.conv3,pr_from_layer3.5.conv1_to_layer4.2.conv3,pr_from_layer3.4.conv3_to_layer4.2.conv3,pr_from_layer3.4.conv2_to_layer4.2.conv3,pr_from_layer3.4.conv1_to_layer4.2.conv3,pr_from_layer3.3.conv3_to_layer4.2.conv3,pr_from_layer3.3.conv2_to_layer4.2.conv3,pr_from_layer3.3.conv1_to_layer4.2.conv3,pr_from_layer3.2.conv3_to_layer4.2.conv3,pr_from_layer3.2.conv2_to_layer4.2.conv3,pr_from_layer3.2.conv1_to_layer4.2.conv3,pr_from_layer3.1.conv3_to_layer4.2.conv3,pr_from_layer3.1.conv2_to_layer4.2.conv3,pr_from_layer3.1.conv1_to_layer4.2.conv3,pr_from_layer3.0.shortcut.0_to_layer4.2.conv3,pr_from_layer3.0.conv3_to_layer4.2.conv3,pr_from_layer3.0.conv2_to_layer4.2.conv3,pr_from_layer3.0.conv1_to_layer4.2.conv3,pr_from_layer2.3.conv3_to_layer4.2.conv3,pr_from_layer2.3.conv2_to_layer4.2.conv3,pr_from_layer2.3.conv1_to_layer4.2.conv3
35,0.0,layer3.3.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8615265,0.8645257,0.87217546,0.8748118,0.877477,0.8843621,0.88758683,0.88994175,0.8956214,0.90078056,0.90319484,0.90545315,0.9072249,0.9094272,0.91070724
36,0.0,layer3.3.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50730896,0.5096092,0.5136452,0.52363205,0.5270691,0.53095627,0.5402832,0.545063,0.54805374,0.55698395,0.56524277,0.5691986,0.5728607,0.5757408,0.57953644,0.5818558
37,0.0,layer3.4.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578049,0.7688446,0.7713089,0.77505493,0.7844429,0.7878952,0.7916374,0.800354,0.80451965,0.80755615,0.8154602,0.8224373,0.8254013,0.8286972,0.83109665,0.83423233,0.8360596
38,0.0,layer3.4.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87495255,0.8780331,0.88637966,0.88810563,0.89087594,0.89786786,0.9002872,0.90279984,0.9087219,0.91180253,0.9137709,0.9188419,0.9234772,0.92571515,0.92755806,0.9290178,0.9308641,0.93196785
39,0.0,layer3.4.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49563217,0.49725342,0.5013504,0.5118332,0.5141258,0.5181999,0.52835083,0.5321045,0.5357895,0.54530716,0.55007935,0.5533562,0.562603,0.57105255,0.57509613,0.57891464,0.5819206,0.585701,0.58805084
40,0.0,layer3.5.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7478409,0.76020813,0.7618866,0.765934,0.7769203,0.7790985,0.7826309,0.79286194,0.7963295,0.7999573,0.8090477,0.8130913,0.816288,0.82383347,0.83071136,0.8338585,0.8369255,0.8395424,0.84267426,0.8444748
41,0.0,layer3.5.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8801015,0.8835602,0.89231026,0.89345807,0.8963691,0.90397304,0.9055583,0.90812683,0.91463554,0.91673785,0.91896904,0.92441815,0.9270291,0.9287245,0.9333394,0.9373491,0.9392192,0.94084847,0.94215226,0.9438985,0.9449124
42,0.0,layer3.5.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48231888,0.48374557,0.48822403,0.49980545,0.50138855,0.50556564,0.5163574,0.5187607,0.5227623,0.5330162,0.5365143,0.54042053,0.55010223,0.5548363,0.5579872,0.5670738,0.5756874,0.5796776,0.58356094,0.58667374,0.5905838,0.59295654
43,0.0,layer4.0.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73565674,0.74988556,0.75138664,0.7562027,0.76890755,0.77072144,0.77482986,0.78590965,0.78824425,0.7921028,0.80177116,0.8051033,0.80885506,0.8177757,0.82201385,0.82489777,0.8327408,0.8398285,0.84310913,0.8462353,0.8486843,0.85178566,0.85373306
44,0.0,layer4.0.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97116685,0.9744504,0.9780824,0.97843593,0.97957146,0.9822867,0.982655,0.9834777,0.98556817,0.985992,0.98664474,0.98821807,0.98873776,0.98927855,0.9905684,0.9911304,0.99152714,0.99251175,0.993309,0.99364597,0.9939609,0.9942093,0.994506,0.9946883
45,0.0,layer4.0.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.6898813,0.6583662,0.6727047,0.6906681,0.6925974,0.6986828,0.7151003,0.7173891,0.72288704,0.73759747,0.74087524,0.74610424,0.7597723,0.76466656,0.76983833,0.7823,0.7884073,0.7928257,0.8041439,0.81470585,0.8196068,0.8243189,0.82804394,0.8326559,0.83553505
46,0.0,layer4.0.shortcut.0,0.0,0.0,0.0,0.0,0.0,0.85387516,0.8968153,0.8707428,0.8830662,0.8973956,0.89883137,0.90350294,0.9152036,0.91668606,0.92033577,0.9299197,0.9319315,0.9349389,0.9426193,0.94521666,0.9478111,0.95395374,0.956707,0.9586301,0.96336126,0.96744776,0.96922064,0.9709072,0.9721918,0.9737048,0.9746165
47,0.0,layer4.1.conv1,0.0,0.0,0.0,0.0,0.9523859,0.9676132,0.9827385,0.97417164,0.9785242,0.982913,0.9833174,0.98468876,0.9877815,0.9881706,0.98903847,0.99115944,0.9916105,0.99226475,0.9938326,0.99426174,0.99473,0.995738,0.9961729,0.99645805,0.99711037,0.9976015,0.9978218,0.99798775,0.99812317,0.9982815,0.9983883
48,0.0,layer4.1.conv2,0.0,0.0,0.0,0.9967164,0.9955025,0.99717116,0.99865043,0.9978451,0.9982575,0.998664,0.9987034,0.998806,0.99905735,0.9990819,0.9991553,0.99932945,0.99936974,0.9994147,0.99951893,0.999552,0.9995825,0.99965453,0.9996842,0.9997071,0.9997537,0.99979484,0.9998105,0.9998271,0.9998372,0.9998529,0.9998597
49,0.0,layer4.1.conv3,0.0,0.0,0.73569584,0.62961197,0.6067028,0.64082336,0.6921072,0.659915,0.6746874,0.6929054,0.69487286,0.701354,0.71831703,0.720685,0.7261801,0.74188805,0.74530125,0.7508116,0.7652178,0.77048016,0.7759323,0.7895613,0.79608536,0.80082417,0.81331444,0.8248949,0.83038044,0.83566,0.8397894,0.84504986,0.8481226
50,0.0,layer4.2.conv1,0.0,0.98690224,0.99977016,0.9953537,0.991869,0.9965124,0.9991188,0.9978657,0.99857616,0.9991398,0.99918175,0.99932575,0.99959946,0.9996271,0.9996834,0.9998121,0.9998312,0.9998598,0.99991035,0.99991703,0.9999285,0.99995136,0.99995804,0.9999647,0.99997425,0.999979,0.99998283,0.9999838,0.9999838,0.9999857,0.9999857
51,0.0,layer4.2.conv2,0.9999695,0.9997546,0.99999195,0.99991566,0.9998538,0.9999339,0.99997795,0.9999589,0.9999716,0.99997795,0.99997926,0.9999831,0.9999898,0.9999902,0.9999902,0.9999945,0.9999945,0.99999577,0.9999966,0.999997,0.999997,0.99999785,0.99999785,0.99999833,0.99999833,0.99999833,0.99999833,0.99999875,0.99999875,0.99999875,0.99999875
52,0.8999996,layer4.2.conv3,0.67506886,0.58864975,0.7395525,0.6326122,0.6094904,0.6438141,0.69561005,0.66301155,0.6780176,0.6964302,0.69841385,0.7047615,0.7217541,0.7241459,0.7299576,0.7458515,0.7493248,0.75492287,0.7698431,0.7750635,0.78065205,0.7946205,0.80135155,0.80613804,0.81916904,0.83120155,0.8368883,0.8423271,0.84657574,0.8521538,0.85541916
53,0.0,linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
