pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059054904
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03697374,0.038187664
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021321615,0.028571235,0.033006456
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642395,0.13481988,0.17884149,0.20217048
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41381156,0.5487942,0.6131999,0.6464149,0.6629062
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615621,0.50691056,0.6812846,0.74587333,0.775706,0.7897373
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.9066323,0.9315872,0.94985366,0.97527313,0.9856186,0.98817104,0.9891875
0.0,features.31,0.0,0.0,0.0,0.0,0.0,0.91604614,0.91491103,0.9540524,0.97204334,0.9878239,0.9938371,0.99519986,0.99569744
0.0,features.34,0.0,0.0,0.0,0.0,0.91687477,0.9103372,0.9094264,0.94253796,0.961227,0.98249817,0.9902488,0.9926923,0.99360275
0.0,features.37,0.0,0.0,0.0,0.9150077,0.9070176,0.90251327,0.9019462,0.925802,0.94186187,0.9716996,0.98336834,0.9876548,0.98918194
0.0,features.40,0.0,0.0,0.91564435,0.9061059,0.90031135,0.89726895,0.89686924,0.91332203,0.92834854,0.95595765,0.9653447,0.9694583,0.97121006
0.0,features.43,0.0,0.9154689,0.9026489,0.897906,0.8950623,0.89336354,0.8931143,0.901588,0.9082455,0.92568165,0.9349598,0.93988335,0.94239426
0.0,features.46,0.89971375,0.8922306,0.8905084,0.890085,0.8898994,0.8897002,0.88965863,0.89038724,0.89143413,0.8949013,0.9000939,0.903951,0.9061525
0.89999986,features.49,0.9002864,0.8923005,0.89119846,0.8908954,0.8908344,0.8907708,0.8907581,0.8911264,0.8917321,0.8952217,0.9006996,0.90470207,0.90698075
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
