Name,Dense Accuracy,GMP Acc layer4.2.conv3-layer4.2.conv3,RANDOM Acc layer4.2.conv3-layer4.2.conv3,GMP Acc layer4.1.conv3-layer4.2.conv3,RANDOM Acc layer4.1.conv3-layer4.2.conv3,GMP Acc layer4.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer4.0.shortcut.0-layer4.2.conv3,GMP Acc layer4.0.conv3-layer4.2.conv3,RANDOM Acc layer4.0.conv3-layer4.2.conv3,GMP Acc layer3.5.conv3-layer4.2.conv3,RANDOM Acc layer3.5.conv3-layer4.2.conv3,GMP Acc layer3.4.conv3-layer4.2.conv3,RANDOM Acc layer3.4.conv3-layer4.2.conv3,GMP Acc layer3.3.conv3-layer4.2.conv3,RANDOM Acc layer3.3.conv3-layer4.2.conv3,GMP Acc layer3.2.conv3-layer4.2.conv3,RANDOM Acc layer3.2.conv3-layer4.2.conv3,GMP Acc layer3.1.conv3-layer4.2.conv3,RANDOM Acc layer3.1.conv3-layer4.2.conv3,GMP Acc layer3.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer3.0.shortcut.0-layer4.2.conv3,GMP Acc layer3.0.conv3-layer4.2.conv3,RANDOM Acc layer3.0.conv3-layer4.2.conv3,GMP Acc layer2.3.conv3-layer4.2.conv3,RANDOM Acc layer2.3.conv3-layer4.2.conv3,GMP Acc layer2.2.conv3-layer4.2.conv3,RANDOM Acc layer2.2.conv3-layer4.2.conv3,GMP Acc layer2.1.conv3-layer4.2.conv3,RANDOM Acc layer2.1.conv3-layer4.2.conv3,GMP Acc layer2.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer2.0.shortcut.0-layer4.2.conv3,GMP Acc layer2.0.conv3-layer4.2.conv3,RANDOM Acc layer2.0.conv3-layer4.2.conv3,GMP Acc layer1.2.conv3-layer4.2.conv3,RANDOM Acc layer1.2.conv3-layer4.2.conv3,GMP Acc layer1.1.conv3-layer4.2.conv3,RANDOM Acc layer1.1.conv3-layer4.2.conv3,GMP Acc layer1.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer1.0.shortcut.0-layer4.2.conv3,GMP Acc layer1.0.conv3-layer4.2.conv3,RANDOM Acc layer1.0.conv3-layer4.2.conv3,GMP Acc layer4.2.conv2-layer4.2.conv2,RANDOM Acc layer4.2.conv2-layer4.2.conv2,GMP Acc layer4.2.conv1-layer4.2.conv2,RANDOM Acc layer4.2.conv1-layer4.2.conv2,GMP Acc layer4.1.conv2-layer4.2.conv2,RANDOM Acc layer4.1.conv2-layer4.2.conv2,GMP Acc layer4.1.conv1-layer4.2.conv2,RANDOM Acc layer4.1.conv1-layer4.2.conv2,GMP Acc layer4.0.conv2-layer4.2.conv2,RANDOM Acc layer4.0.conv2-layer4.2.conv2,GMP Acc layer4.0.conv1-layer4.2.conv2,RANDOM Acc layer4.0.conv1-layer4.2.conv2,GMP Acc layer3.5.conv2-layer4.2.conv2,RANDOM Acc layer3.5.conv2-layer4.2.conv2,GMP Acc layer3.5.conv1-layer4.2.conv2,RANDOM Acc layer3.5.conv1-layer4.2.conv2,GMP Acc layer3.4.conv2-layer4.2.conv2,RANDOM Acc layer3.4.conv2-layer4.2.conv2,GMP Acc layer3.4.conv1-layer4.2.conv2,RANDOM Acc layer3.4.conv1-layer4.2.conv2,GMP Acc layer3.3.conv2-layer4.2.conv2,RANDOM Acc layer3.3.conv2-layer4.2.conv2,GMP Acc layer3.3.conv1-layer4.2.conv2,RANDOM Acc layer3.3.conv1-layer4.2.conv2,GMP Acc layer3.2.conv2-layer4.2.conv2,RANDOM Acc layer3.2.conv2-layer4.2.conv2,GMP Acc layer3.2.conv1-layer4.2.conv2,RANDOM Acc layer3.2.conv1-layer4.2.conv2,GMP Acc layer3.1.conv2-layer4.2.conv2,RANDOM Acc layer3.1.conv2-layer4.2.conv2,GMP Acc layer3.1.conv1-layer4.2.conv2,RANDOM Acc layer3.1.conv1-layer4.2.conv2,GMP Acc layer3.0.conv2-layer4.2.conv2,RANDOM Acc layer3.0.conv2-layer4.2.conv2,GMP Acc layer3.0.conv1-layer4.2.conv2,RANDOM Acc layer3.0.conv1-layer4.2.conv2,GMP Acc layer2.3.conv2-layer4.2.conv2,RANDOM Acc layer2.3.conv2-layer4.2.conv2,GMP Acc layer2.3.conv1-layer4.2.conv2,RANDOM Acc layer2.3.conv1-layer4.2.conv2,GMP Acc layer2.2.conv2-layer4.2.conv2,RANDOM Acc layer2.2.conv2-layer4.2.conv2,GMP Acc layer2.2.conv1-layer4.2.conv2,RANDOM Acc layer2.2.conv1-layer4.2.conv2,GMP Acc layer2.1.conv2-layer4.2.conv2,RANDOM Acc layer2.1.conv2-layer4.2.conv2,GMP Acc layer2.1.conv1-layer4.2.conv2,RANDOM Acc layer2.1.conv1-layer4.2.conv2,GMP Acc layer2.0.conv2-layer4.2.conv2,RANDOM Acc layer2.0.conv2-layer4.2.conv2,GMP Acc layer2.0.conv1-layer4.2.conv2,RANDOM Acc layer2.0.conv1-layer4.2.conv2,GMP Acc layer1.2.conv2-layer4.2.conv2,RANDOM Acc layer1.2.conv2-layer4.2.conv2,GMP Acc layer1.2.conv1-layer4.2.conv2,RANDOM Acc layer1.2.conv1-layer4.2.conv2,GMP Acc layer1.1.conv2-layer4.2.conv2,RANDOM Acc layer1.1.conv2-layer4.2.conv2,GMP Acc layer1.1.conv1-layer4.2.conv2,RANDOM Acc layer1.1.conv1-layer4.2.conv2,GMP Acc layer1.0.conv2-layer4.2.conv2,RANDOM Acc layer1.0.conv2-layer4.2.conv2,GMP Acc layer1.0.conv1-layer4.2.conv2,RANDOM Acc layer1.0.conv1-layer4.2.conv2
resnet50_normal_cifar10_1726773352.3669455_rf_level_3_recording_200_no_ffcv_test_acc_92.59.pth,92.59,92.59,92.58,92.59,92.57,92.55,91.84,92.53,24.45,92.55,24.1,92.58,22.17,92.57,25.13,92.58,24.51,92.57,22.02,92.51,19.92,92.54,19.92,92.58,19.86,92.55,19.66,92.49,19.72,92.47,19.53,92.46,19.48,92.44,18.67,92.41,17.16,92.42,10.0,92.42,10.33,92.59,92.57,92.59,92.58,92.59,92.54,92.59,92.47,92.53,91.65,92.48,90.72,92.57,90.97,92.55,90.78,92.54,89.8,92.55,89.22,92.49,86.21,92.53,85.29,92.54,81.05,92.55,78.94,92.57,77.54,92.57,77.43,92.55,68.07,92.54,65.4,92.51,63.62,92.5,58.27,92.45,57.88,92.43,56.85,92.34,52.45,92.3,50.25,92.17,40.94,92.15,36.41,92.16,36.36,92.11,35.18,92.08,31.64,92.07,29.54,92.09,30.28,92.09,24.18
resnet50_normal_cifar10_seed.0_rf_level_3_recording_200_no_ffcv_test_acc_92.3.pth,92.3,92.3,92.32,92.3,92.24,92.3,91.74,92.27,40.33,92.29,37.08,92.28,38.53,92.29,29.23,92.29,29.14,92.3,28.69,92.28,20.83,92.23,19.96,92.25,21.11,92.28,19.85,92.24,19.62,92.23,19.83,92.16,17.95,92.17,19.68,92.18,16.63,92.15,10.0,92.11,10.0,92.3,92.31,92.3,92.31,92.3,92.21,92.3,92.22,92.3,91.98,92.28,91.58,92.29,90.74,92.27,90.0,92.3,85.84,92.26,82.53,92.24,77.77,92.26,73.79,92.21,73.41,92.17,69.49,92.13,57.83,92.19,52.99,92.07,38.01,92.05,35.49,92.01,34.7,91.99,31.49,91.95,28.55,91.92,29.46,91.76,28.5,91.79,27.6,91.67,26.94,91.65,23.71,91.62,22.88,91.6,23.13,91.55,21.82,91.56,22.18,91.56,22.11,91.52,19.14
resnet50_normal_cifar10_1726248344.7113843_rf_level_3_recording_200_no_ffcv_test_acc_92.33.pth,92.33,92.33,92.3,92.33,92.23,92.33,91.06,92.33,64.68,92.33,63.87,92.33,61.33,92.32,61.27,92.32,62.29,92.33,49.41,92.35,29.1,92.35,24.12,92.31,26.77,92.34,22.98,92.36,22.89,92.34,19.62,92.34,10.28,92.35,24.28,92.33,10.0,92.34,10.0,92.34,10.0,92.33,92.31,92.32,92.31,92.32,92.21,92.32,92.16,92.34,92.05,92.31,91.66,92.32,91.31,92.32,91.12,92.32,90.66,92.32,90.32,92.22,88.91,92.19,88.22,92.18,85.5,92.15,83.34,92.13,82.41,92.14,80.71,91.96,75.64,91.87,71.96,91.87,70.63,91.84,69.43,91.72,63.44,91.6,64.53,91.43,62.83,91.35,61.96,91.03,57.83,90.86,54.74,90.76,53.87,90.69,48.9,90.59,48.13,90.59,40.48,90.47,31.4,90.49,29.21
resnet50_normal_cifar10_1726773352.2714584_rf_level_3_recording_200_no_ffcv_test_acc_92.31.pth,92.31,92.31,92.26,92.31,92.29,92.29,91.76,92.27,72.94,92.26,69.57,92.26,51.64,92.26,61.64,92.27,62.38,92.25,40.31,92.24,22.32,92.19,15.38,92.16,10.63,92.25,11.3,92.23,10.31,92.15,10.0,92.16,10.0,92.12,10.0,92.07,10.0,92.06,10.0,92.04,10.0,92.31,92.3,92.31,92.3,92.3,92.28,92.29,92.28,92.27,92.13,92.24,91.67,92.26,91.23,92.3,90.78,92.26,89.09,92.27,87.89,92.29,86.25,92.28,84.04,92.24,81.54,92.23,80.76,92.28,71.68,92.31,65.62,92.16,50.07,92.15,42.27,92.11,39.47,92.16,37.43,92.07,37.23,92.06,36.92,91.96,36.22,91.82,32.98,91.79,31.46,91.69,33.39,91.64,29.31,91.64,29.07,91.58,28.28,91.59,28.06,91.57,24.06,91.53,20.67
resnet50_normal_cifar10_1726773352.3790143_rf_level_3_recording_200_no_ffcv_test_acc_92.0.pth,92.0,92.0,91.97,92.0,91.89,92.0,91.17,91.98,76.94,91.98,73.14,91.98,70.65,91.98,69.03,91.95,61.79,91.94,49.41,91.99,22.04,91.9,10.78,91.81,10.01,91.81,10.0,91.76,10.0,91.82,10.0,91.82,10.0,91.77,10.0,91.76,10.0,91.79,10.0,91.82,10.0,92.01,91.99,92.01,92.0,92.03,91.92,92.04,91.91,91.92,91.87,91.91,91.33,91.94,91.28,91.9,91.02,91.86,85.8,91.87,80.25,91.81,79.51,91.82,76.8,92.09,63.91,92.12,57.98,91.94,42.23,91.77,37.92,91.32,19.85,91.1,13.64,91.04,12.34,90.9,11.85,90.49,11.83,90.35,10.95,90.05,11.64,89.92,11.96,89.46,11.48,89.33,10.78,89.29,11.48,89.27,11.74,89.26,11.11,89.17,12.07,89.11,10.99,89.1,10.15
