Name,Dense Accuracy,GMP Acc layer4.2.conv3-layer4.2.conv3,RANDOM Acc layer4.2.conv3-layer4.2.conv3,GMP Acc layer4.1.conv3-layer4.2.conv3,RANDOM Acc layer4.1.conv3-layer4.2.conv3,GMP Acc layer4.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer4.0.shortcut.0-layer4.2.conv3,GMP Acc layer4.0.conv3-layer4.2.conv3,RANDOM Acc layer4.0.conv3-layer4.2.conv3,GMP Acc layer3.5.conv3-layer4.2.conv3,RANDOM Acc layer3.5.conv3-layer4.2.conv3,GMP Acc layer3.4.conv3-layer4.2.conv3,RANDOM Acc layer3.4.conv3-layer4.2.conv3,GMP Acc layer3.3.conv3-layer4.2.conv3,RANDOM Acc layer3.3.conv3-layer4.2.conv3,GMP Acc layer3.2.conv3-layer4.2.conv3,RANDOM Acc layer3.2.conv3-layer4.2.conv3,GMP Acc layer3.1.conv3-layer4.2.conv3,RANDOM Acc layer3.1.conv3-layer4.2.conv3,GMP Acc layer3.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer3.0.shortcut.0-layer4.2.conv3,GMP Acc layer3.0.conv3-layer4.2.conv3,RANDOM Acc layer3.0.conv3-layer4.2.conv3,GMP Acc layer2.3.conv3-layer4.2.conv3,RANDOM Acc layer2.3.conv3-layer4.2.conv3,GMP Acc layer2.2.conv3-layer4.2.conv3,RANDOM Acc layer2.2.conv3-layer4.2.conv3,GMP Acc layer2.1.conv3-layer4.2.conv3,RANDOM Acc layer2.1.conv3-layer4.2.conv3,GMP Acc layer2.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer2.0.shortcut.0-layer4.2.conv3,GMP Acc layer2.0.conv3-layer4.2.conv3,RANDOM Acc layer2.0.conv3-layer4.2.conv3,GMP Acc layer1.2.conv3-layer4.2.conv3,RANDOM Acc layer1.2.conv3-layer4.2.conv3,GMP Acc layer1.1.conv3-layer4.2.conv3,RANDOM Acc layer1.1.conv3-layer4.2.conv3,GMP Acc layer1.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer1.0.shortcut.0-layer4.2.conv3,GMP Acc layer1.0.conv3-layer4.2.conv3,RANDOM Acc layer1.0.conv3-layer4.2.conv3,GMP Acc layer4.2.conv2-layer4.2.conv2,RANDOM Acc layer4.2.conv2-layer4.2.conv2,GMP Acc layer4.2.conv1-layer4.2.conv2,RANDOM Acc layer4.2.conv1-layer4.2.conv2,GMP Acc layer4.1.conv2-layer4.2.conv2,RANDOM Acc layer4.1.conv2-layer4.2.conv2,GMP Acc layer4.1.conv1-layer4.2.conv2,RANDOM Acc layer4.1.conv1-layer4.2.conv2,GMP Acc layer4.0.conv2-layer4.2.conv2,RANDOM Acc layer4.0.conv2-layer4.2.conv2,GMP Acc layer4.0.conv1-layer4.2.conv2,RANDOM Acc layer4.0.conv1-layer4.2.conv2,GMP Acc layer3.5.conv2-layer4.2.conv2,RANDOM Acc layer3.5.conv2-layer4.2.conv2,GMP Acc layer3.5.conv1-layer4.2.conv2,RANDOM Acc layer3.5.conv1-layer4.2.conv2,GMP Acc layer3.4.conv2-layer4.2.conv2,RANDOM Acc layer3.4.conv2-layer4.2.conv2,GMP Acc layer3.4.conv1-layer4.2.conv2,RANDOM Acc layer3.4.conv1-layer4.2.conv2,GMP Acc layer3.3.conv2-layer4.2.conv2,RANDOM Acc layer3.3.conv2-layer4.2.conv2,GMP Acc layer3.3.conv1-layer4.2.conv2,RANDOM Acc layer3.3.conv1-layer4.2.conv2,GMP Acc layer3.2.conv2-layer4.2.conv2,RANDOM Acc layer3.2.conv2-layer4.2.conv2,GMP Acc layer3.2.conv1-layer4.2.conv2,RANDOM Acc layer3.2.conv1-layer4.2.conv2,GMP Acc layer3.1.conv2-layer4.2.conv2,RANDOM Acc layer3.1.conv2-layer4.2.conv2,GMP Acc layer3.1.conv1-layer4.2.conv2,RANDOM Acc layer3.1.conv1-layer4.2.conv2,GMP Acc layer3.0.conv2-layer4.2.conv2,RANDOM Acc layer3.0.conv2-layer4.2.conv2,GMP Acc layer3.0.conv1-layer4.2.conv2,RANDOM Acc layer3.0.conv1-layer4.2.conv2,GMP Acc layer2.3.conv2-layer4.2.conv2,RANDOM Acc layer2.3.conv2-layer4.2.conv2,GMP Acc layer2.3.conv1-layer4.2.conv2,RANDOM Acc layer2.3.conv1-layer4.2.conv2,GMP Acc layer2.2.conv2-layer4.2.conv2,RANDOM Acc layer2.2.conv2-layer4.2.conv2,GMP Acc layer2.2.conv1-layer4.2.conv2,RANDOM Acc layer2.2.conv1-layer4.2.conv2,GMP Acc layer2.1.conv2-layer4.2.conv2,RANDOM Acc layer2.1.conv2-layer4.2.conv2,GMP Acc layer2.1.conv1-layer4.2.conv2,RANDOM Acc layer2.1.conv1-layer4.2.conv2,GMP Acc layer2.0.conv2-layer4.2.conv2,RANDOM Acc layer2.0.conv2-layer4.2.conv2,GMP Acc layer2.0.conv1-layer4.2.conv2,RANDOM Acc layer2.0.conv1-layer4.2.conv2,GMP Acc layer1.2.conv2-layer4.2.conv2,RANDOM Acc layer1.2.conv2-layer4.2.conv2,GMP Acc layer1.2.conv1-layer4.2.conv2,RANDOM Acc layer1.2.conv1-layer4.2.conv2,GMP Acc layer1.1.conv2-layer4.2.conv2,RANDOM Acc layer1.1.conv2-layer4.2.conv2,GMP Acc layer1.1.conv1-layer4.2.conv2,RANDOM Acc layer1.1.conv1-layer4.2.conv2,GMP Acc layer1.0.conv2-layer4.2.conv2,RANDOM Acc layer1.0.conv2-layer4.2.conv2,GMP Acc layer1.0.conv1-layer4.2.conv2,RANDOM Acc layer1.0.conv1-layer4.2.conv2
resnet50_normal_cifar10_1726773352.390683_rf_level_4_recording_200_no_ffcv_test_acc_90.4.pth,90.4,90.4,90.4,90.4,90.4,90.38,85.27,90.37,54.9,90.4,53.01,90.36,36.01,90.38,30.66,90.39,28.39,90.38,18.91,90.34,10.73,90.27,10.08,90.27,10.0,90.25,10.0,90.27,10.0,90.19,10.0,90.11,10.0,90.13,10.0,90.11,10.0,90.13,10.0,90.13,10.0,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,90.4,89.11,90.39,86.68,90.39,83.66,90.42,83.14,90.41,71.46,90.42,69.67,90.42,68.91,90.42,68.02,90.42,50.02,90.41,47.12,90.41,37.07,90.4,33.75,90.37,17.72,90.35,14.97,90.32,13.74,90.32,14.15,90.34,13.86,90.32,14.21,90.34,13.68,90.31,12.06,90.28,11.51,90.31,12.16,90.31,12.16,90.27,12.06,90.28,12.89,90.26,12.96,90.25,11.63,90.23,14.42
resnet50_normal_cifar10_1726773352.3712664_rf_level_4_recording_200_no_ffcv_test_acc_90.69.pth,90.69,90.69,90.69,90.69,90.69,90.67,88.14,90.59,52.08,90.61,48.27,90.61,46.4,90.62,38.31,90.63,38.27,90.62,37.2,90.57,29.05,90.5,27.33,90.51,26.92,90.48,26.16,90.45,25.21,90.33,24.58,90.31,19.8,90.32,19.54,90.33,19.68,90.31,17.43,90.29,13.38,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.13,90.68,89.29,90.69,87.96,90.66,86.9,90.67,85.46,90.67,83.46,90.67,71.85,90.67,69.35,90.67,49.07,90.68,43.77,90.67,32.22,90.68,31.79,90.67,17.95,90.66,16.27,90.68,15.87,90.66,16.3,90.65,13.48,90.63,13.91,90.6,13.91,90.61,12.85,90.55,11.34,90.58,11.18,90.56,10.59,90.55,10.19,90.54,11.18,90.53,10.16,90.56,10.79,90.58,10.61
resnet50_normal_cifar10_1726773352.2506745_rf_level_4_recording_200_no_ffcv_test_acc_90.39.pth,90.39,90.39,90.39,90.39,90.42,90.45,62.26,90.49,34.11,90.48,31.84,90.48,26.69,90.47,27.02,90.45,12.27,90.44,19.78,90.46,10.0,90.33,10.0,90.34,10.0,90.33,10.0,90.32,10.0,90.24,10.0,90.09,10.0,90.05,10.0,90.07,10.0,90.04,10.0,90.11,10.0,90.39,90.39,90.39,90.39,90.39,90.37,90.39,90.37,90.39,89.54,90.39,88.6,90.38,80.36,90.4,79.23,90.38,72.89,90.37,69.38,90.39,51.4,90.39,47.84,90.38,44.95,90.39,43.69,90.39,23.22,90.4,18.62,90.36,12.7,90.36,11.8,90.35,11.29,90.39,11.1,90.37,10.51,90.33,10.84,90.26,10.7,90.21,10.55,90.2,10.05,90.17,10.02,90.18,10.01,90.18,10.02,90.15,10.04,90.16,10.0,90.15,10.09,90.17,10.0
resnet50_normal_cifar10_1726248344.4095678_rf_level_4_recording_200_no_ffcv_test_acc_90.65.pth,90.65,90.65,90.65,90.65,90.65,90.6,80.35,90.59,37.07,90.59,33.9,90.57,26.55,90.6,27.5,90.6,28.04,90.62,24.78,90.55,10.12,90.52,10.0,90.52,10.0,90.48,10.0,90.49,10.0,90.54,10.0,90.56,10.0,90.57,10.0,90.61,10.0,90.59,10.0,90.55,10.0,90.65,90.65,90.65,90.65,90.65,90.65,90.65,90.65,90.65,89.77,90.65,88.79,90.66,87.21,90.66,86.14,90.66,82.74,90.66,80.0,90.64,72.02,90.62,67.03,90.63,52.04,90.61,47.09,90.6,34.84,90.6,33.73,90.56,23.06,90.54,21.6,90.57,21.26,90.58,20.79,90.59,20.85,90.6,20.54,90.61,19.53,90.61,19.27,90.7,16.74,90.65,16.54,90.66,12.92,90.66,14.27,90.64,13.25,90.62,11.45,90.62,12.07,90.63,13.98
resnet50_normal_cifar10_seed.0_rf_level_4_recording_200_no_ffcv_test_acc_90.91.pth,90.91,90.91,90.91,90.91,90.91,90.9,81.1,90.91,67.01,90.91,72.64,90.91,62.57,90.91,60.02,90.91,54.71,90.91,38.82,90.9,20.0,90.88,19.86,90.86,19.65,90.85,19.77,90.87,19.84,90.85,19.42,90.82,18.79,90.82,19.69,90.78,14.93,90.84,10.0,90.82,9.72,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.15,90.9,88.64,90.9,87.0,90.91,84.92,90.9,77.95,90.89,76.7,90.89,75.26,90.89,73.13,90.89,60.35,90.91,49.85,90.9,45.1,90.93,40.48,90.89,29.14,90.85,27.77,90.86,27.0,90.86,25.62,90.86,24.11,90.86,22.8,90.88,21.72,90.86,20.88,90.82,17.92,90.79,16.19,90.77,16.54,90.8,15.06,90.76,15.73,90.74,16.5,90.76,18.17,90.74,13.94
