pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12285699
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325887,0.1386651
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13099162,0.14224583,0.14846124
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15136719,0.17688666,0.19189283,0.20001051
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16964892,0.22270542,0.2591468,0.2801395,0.29162428
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25006783,0.31336296,0.4017351,0.45759583,0.48835245,0.5048726
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.49987963,0.57185197,0.65921104,0.7567707,0.806416,0.83051807,0.84233177
0.0,features.31,0.0,0.0,0.0,0.0,0.0,0.7318497,0.81063336,0.8615968,0.91123456,0.9518784,0.96755517,0.974055,0.9769418
0.0,features.34,0.0,0.0,0.0,0.0,0.85793304,0.9043664,0.93682355,0.95607674,0.9733819,0.986337,0.99110115,0.99291694,0.99375916
0.0,features.37,0.0,0.0,0.0,0.96112907,0.9637108,0.9712041,0.976841,0.9807328,0.9850201,0.9894244,0.9916115,0.99265075,0.99317294
0.0,features.40,0.0,0.0,0.9694621,0.9664514,0.9683914,0.9741881,0.9788869,0.98235196,0.9861247,0.99007374,0.9920341,0.99302125,0.9934667
0.0,features.43,0.0,0.9769685,0.97196364,0.9672173,0.9703666,0.9782215,0.9832734,0.9862552,0.98929936,0.99222946,0.99371886,0.9944348,0.99479634
0.0,features.46,0.94360733,0.92166436,0.9026142,0.8862207,0.8968353,0.9265874,0.94744235,0.96016055,0.97246253,0.9829254,0.9871724,0.9890268,0.9898796
0.89999986,features.49,0.85639274,0.80136704,0.7559602,0.71898144,0.7427627,0.81358296,0.8661597,0.8993831,0.9321183,0.95979434,0.9713177,0.97622174,0.97850204
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
