Name,Dense Accuracy,GMP Acc layer4.2.conv3-layer4.2.conv3,RANDOM Acc layer4.2.conv3-layer4.2.conv3,GMP Acc layer4.1.conv3-layer4.2.conv3,RANDOM Acc layer4.1.conv3-layer4.2.conv3,GMP Acc layer4.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer4.0.shortcut.0-layer4.2.conv3,GMP Acc layer4.0.conv3-layer4.2.conv3,RANDOM Acc layer4.0.conv3-layer4.2.conv3,GMP Acc layer3.5.conv3-layer4.2.conv3,RANDOM Acc layer3.5.conv3-layer4.2.conv3,GMP Acc layer3.4.conv3-layer4.2.conv3,RANDOM Acc layer3.4.conv3-layer4.2.conv3,GMP Acc layer3.3.conv3-layer4.2.conv3,RANDOM Acc layer3.3.conv3-layer4.2.conv3,GMP Acc layer3.2.conv3-layer4.2.conv3,RANDOM Acc layer3.2.conv3-layer4.2.conv3,GMP Acc layer3.1.conv3-layer4.2.conv3,RANDOM Acc layer3.1.conv3-layer4.2.conv3,GMP Acc layer3.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer3.0.shortcut.0-layer4.2.conv3,GMP Acc layer3.0.conv3-layer4.2.conv3,RANDOM Acc layer3.0.conv3-layer4.2.conv3,GMP Acc layer2.3.conv3-layer4.2.conv3,RANDOM Acc layer2.3.conv3-layer4.2.conv3,GMP Acc layer2.2.conv3-layer4.2.conv3,RANDOM Acc layer2.2.conv3-layer4.2.conv3,GMP Acc layer2.1.conv3-layer4.2.conv3,RANDOM Acc layer2.1.conv3-layer4.2.conv3,GMP Acc layer2.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer2.0.shortcut.0-layer4.2.conv3,GMP Acc layer2.0.conv3-layer4.2.conv3,RANDOM Acc layer2.0.conv3-layer4.2.conv3,GMP Acc layer1.2.conv3-layer4.2.conv3,RANDOM Acc layer1.2.conv3-layer4.2.conv3,GMP Acc layer1.1.conv3-layer4.2.conv3,RANDOM Acc layer1.1.conv3-layer4.2.conv3,GMP Acc layer1.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer1.0.shortcut.0-layer4.2.conv3,GMP Acc layer1.0.conv3-layer4.2.conv3,RANDOM Acc layer1.0.conv3-layer4.2.conv3
resnet50_normal_cifar10_rf_level_4_ekfac_optim_hyper_saturation_200_gc_0_test_acc_88.44.pth,88.44,88.41,88.33,88.37,88.25,87.22,83.87,85.86,25.96,84.97,24.57,84.53,17.36,82.76,14.57,81.03,15.7,78.55,14.84,71.03,10.0,62.66,10.0,58.99,10.0,55.83,10.0,51.44,10.0,46.08,10.0,42.56,10.0,39.63,10.0,38.96,10.0,38.51,10.0,37.19,10.0
resnet50_normal_cifar10_rf_level_4_ekfac_optim_hyper_saturation_200_gc_0_test_acc_89.02.pth,89.02,89.02,88.93,88.94,89.0,87.45,83.83,86.06,13.57,85.1,12.55,83.72,10.24,81.99,11.49,79.23,10.0,75.59,10.0,65.33,10.0,54.21,10.0,51.38,10.0,46.33,10.0,41.03,10.0,34.74,10.0,30.26,10.0,27.93,10.0,26.46,10.0,26.56,10.0,24.75,10.0
resnet50_normal_cifar10_rf_level_4_ekfac_optim_hyper_saturation_200_gc_0_test_acc_88.47.pth,88.47,88.39,88.36,88.36,88.24,86.64,80.74,85.3,23.79,84.43,15.55,83.22,15.32,81.21,14.34,78.21,14.35,74.82,10.7,67.57,10.0,58.83,10.0,57.35,10.0,54.38,10.0,49.85,10.0,45.42,10.0,40.74,10.0,40.07,10.0,38.85,10.0,37.37,10.0,35.94,10.0
