,0,1,2,3,4,5,6,solution_name
index,n,sparsity,variance_entropy,variance_entropy_norm,variance_entropy_clean,variance_entropy_clean_norm,orthogonality,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.0,192.0,0.015625,0.9159602522850037,0.9746527813307944,0.9159635305404663,0.974897368275105,0.8146018981933594,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.4,4096.0,0.015869140625,0.8369055390357971,0.8799661370512204,0.8369247913360596,0.8799907978447696,0.9227194786071777,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.8,8192.0,0.0,0.9077321290969849,0.9543006914219528,0.9077321290969849,0.9543006914219528,0.9445857405662537,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.11,16384.0,0.0234375,0.9312852025032043,0.9790045665463726,0.9313108921051025,0.9790328134083355,0.9569157958030701,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.15,32768.0,0.02972412109375,0.9072099328041077,0.9536726085016547,0.9072635769844055,0.9537296357807346,0.9460434913635254,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.18,65536.0,0.1004180908203125,0.9105230569839478,0.9571458862466051,0.9112937450408936,0.9579570051497382,0.8616577386856079,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.21,65536.0,0.663543701171875,0.8836688995361328,0.9289166765273746,0.8835394382476807,0.9288002153724368,0.7112246155738831,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.24,65536.0,0.7109222412109375,0.8965432643890381,0.9424502661080869,0.8936102986335754,0.9393926350472579,0.7748070359230042,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.28,131072.0,0.9497299194335938,1.1507366104923297e-14,1.2096544854656612e-14,1.018218729410868e-15,1.0704898646098264e-15,0.5658569931983948,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.31,262144.0,0.9844551086425781,1.1488797448653588e-14,1.2077005112570068e-14,4.0678270247943103e-16,4.2771323653119505e-16,0.5986723899841309,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.34,262144.0,0.9775543212890625,1.1404061966676163e-14,1.1987931312319775e-14,5.270701689563694e-16,5.541391739641888e-16,0.5697669386863708,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.37,262144.0,0.9669532775878906,1.1373135099706014e-14,1.1955421040275763e-14,6.696120496938753e-16,7.039596960569293e-16,0.4959118962287903,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.40,262144.0,0.9132308959960938,1.0594871063373396e-14,1.1137311156475874e-14,1.0686385773544171e-15,1.1233801341840677e-15,0.47912728786468506,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.43,262144.0,0.6196060180664062,6.801817291503644e-15,7.150059226945804e-15,2.6866843236381284e-15,2.824246329688134e-15,0.5394572019577026,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.46,262144.0,0.3483848571777344,3.2712213370218474e-15,3.4387025263632838e-15,2.176759689720962e-15,2.288208202904793e-15,0.6177526712417603,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
features.49,262144.0,0.4469261169433594,2.6229973986417352e-15,2.757290581127503e-15,1.4828578055942673e-15,1.5587797905748284e-15,0.7901849746704102,/jmain02/home/J2AD014/mtc03/lla98-mtc03/original_paper_checkpoints/vgg19_normal_cifar10_1725640015.7435527_rf_level_4_recording_200_no_ffcv_test_acc_86.46.pth
