,0,1,2,3,4,5,6,solution_name
index,n,sparsity,variance_entropy,variance_entropy_norm,variance_entropy_clean,variance_entropy_clean_norm,orthogonality,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.0,192.0,0.0,0.9147127270698547,0.9733253177015682,0.9147127270698547,0.9733253177015682,0.8289270401000977,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.4,4096.0,0.0,0.8395385146141052,0.8827345849112541,0.8395385146141052,0.8827345849112541,0.937599241733551,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.8,8192.0,0.0,0.88546222448349,0.9308882939873695,0.88546222448349,0.9308882939873695,0.9457483887672424,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.11,16384.0,0.0,0.8960883617401123,0.942004227936403,0.8960883617401123,0.942004227936403,0.9283381700515747,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.15,32768.0,0.0,0.9053384065628052,0.9517052322110254,0.9053384065628052,0.9517052322110254,0.961064338684082,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.18,65536.0,0.0,0.9175406098365784,0.9645227690096432,0.9175406098365784,0.9645227690096432,0.9668333530426025,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.21,65536.0,0.0,0.9161932468414307,0.9631064150379399,0.9161932468414307,0.9631064150379399,0.9622443318367004,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.24,65536.0,0.0,0.903048038482666,0.9492881135595317,0.903048038482666,0.9492881135595317,0.9598672986030579,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.28,131072.0,0.0,0.7598799467086792,0.7987859059757344,0.7598799467086792,0.7987859059757344,0.951850175857544,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.31,262144.0,0.0,0.8660928010940552,0.9104353378602611,0.8660928010940552,0.9104353378602611,0.9579196572303772,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.34,262144.0,0.0,0.9101128578186035,0.9567091495880758,0.9101128578186035,0.9567091495880758,0.9644277691841125,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.37,262144.0,0.0,0.9150551557540894,0.9619044851052585,0.9150551557540894,0.9619044851052585,0.9651739597320557,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.40,262144.0,0.0,0.912293016910553,0.9590009292645272,0.912293016910553,0.9590009292645272,0.9641593098640442,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.43,262144.0,0.0,0.9076142311096191,0.9540825972727729,0.9076142311096191,0.9540825972727729,0.9625686407089233,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.46,262144.0,0.0,0.8834525942802429,0.92868392410262,0.8834525942802429,0.92868392410262,0.9533690214157104,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
features.49,262144.0,0.0,0.8701284527778625,0.9146776083185679,0.8701284527778625,0.9146776083185679,0.9520014524459839,/jmain02/home/J2AD014/mtc03/lla98-mtc03/second_order_saturation/vgg19_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_86.15.pth
