pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082099065
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10536703,0.10820855
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1280721,0.13478936,0.13870917
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16330974,0.1876814,0.20214336,0.21033563
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23469204,0.30510965,0.3513811,0.37843153,0.39324272
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38215807,0.45061576,0.53752476,0.5878398,0.6155345,0.6299676
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.662941,0.71138084,0.77117074,0.83486855,0.8657964,0.8810527,0.88879055
0.0,features.31,0.0,0.0,0.0,0.0,0.0,0.85075593,0.8787541,0.90335,0.93077594,0.95573765,0.9663459,0.97123253,0.97357684
0.0,features.34,0.0,0.0,0.0,0.0,0.92568755,0.93086624,0.9407548,0.95003766,0.9614792,0.9731602,0.97876525,0.98144233,0.9827635
0.0,features.37,0.0,0.0,0.0,0.961636,0.9601364,0.9626901,0.96748185,0.97198445,0.9775789,0.9834167,0.9863107,0.9877514,0.98848385
0.0,features.40,0.0,0.0,0.9566799,0.9508595,0.94863635,0.9524587,0.95967144,0.9662988,0.9739677,0.9817937,0.9854236,0.9871377,0.98804474
0.0,features.43,0.0,0.9408061,0.92869186,0.9166688,0.9119517,0.9200931,0.934803,0.9474538,0.9614432,0.97402656,0.9794066,0.9819162,0.98313946
0.0,features.46,0.9203415,0.904597,0.8872185,0.8699582,0.8631299,0.8748406,0.8959762,0.9144122,0.93508995,0.95471954,0.96364045,0.96783066,0.9698554
0.89999986,features.49,0.8796586,0.85459685,0.82741,0.80087745,0.79045784,0.80829537,0.8410882,0.8702333,0.90275276,0.9332254,0.9469749,0.9534514,0.95656204
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
