Name,Dense Accuracy,GMP Acc layer4.2.conv3-layer4.2.conv3,RANDOM Acc layer4.2.conv3-layer4.2.conv3,GMP Acc layer4.1.conv3-layer4.2.conv3,RANDOM Acc layer4.1.conv3-layer4.2.conv3,GMP Acc layer4.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer4.0.shortcut.0-layer4.2.conv3,GMP Acc layer4.0.conv3-layer4.2.conv3,RANDOM Acc layer4.0.conv3-layer4.2.conv3,GMP Acc layer3.5.conv3-layer4.2.conv3,RANDOM Acc layer3.5.conv3-layer4.2.conv3,GMP Acc layer3.4.conv3-layer4.2.conv3,RANDOM Acc layer3.4.conv3-layer4.2.conv3,GMP Acc layer3.3.conv3-layer4.2.conv3,RANDOM Acc layer3.3.conv3-layer4.2.conv3,GMP Acc layer3.2.conv3-layer4.2.conv3,RANDOM Acc layer3.2.conv3-layer4.2.conv3,GMP Acc layer3.1.conv3-layer4.2.conv3,RANDOM Acc layer3.1.conv3-layer4.2.conv3,GMP Acc layer3.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer3.0.shortcut.0-layer4.2.conv3,GMP Acc layer3.0.conv3-layer4.2.conv3,RANDOM Acc layer3.0.conv3-layer4.2.conv3,GMP Acc layer2.3.conv3-layer4.2.conv3,RANDOM Acc layer2.3.conv3-layer4.2.conv3,GMP Acc layer2.2.conv3-layer4.2.conv3,RANDOM Acc layer2.2.conv3-layer4.2.conv3,GMP Acc layer2.1.conv3-layer4.2.conv3,RANDOM Acc layer2.1.conv3-layer4.2.conv3,GMP Acc layer2.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer2.0.shortcut.0-layer4.2.conv3,GMP Acc layer2.0.conv3-layer4.2.conv3,RANDOM Acc layer2.0.conv3-layer4.2.conv3,GMP Acc layer1.2.conv3-layer4.2.conv3,RANDOM Acc layer1.2.conv3-layer4.2.conv3,GMP Acc layer1.1.conv3-layer4.2.conv3,RANDOM Acc layer1.1.conv3-layer4.2.conv3,GMP Acc layer1.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer1.0.shortcut.0-layer4.2.conv3,GMP Acc layer1.0.conv3-layer4.2.conv3,RANDOM Acc layer1.0.conv3-layer4.2.conv3
resnet50_normal_cifar10_seed.0_rf_level_2_recording_200_no_ffcv_test_acc_94.24.pth,94.24,94.24,94.18,94.24,94.07,94.25,94.03,94.2,86.95,94.19,83.03,94.19,76.35,94.19,65.56,94.17,54.48,94.09,45.26,94.04,30.04,93.99,19.42,93.95,21.17,93.92,18.75,93.92,19.11,93.81,17.46,93.85,17.06,93.84,17.37,93.87,16.7,93.79,10.0,93.84,12.96
resnet50_normal_cifar10_1726773352.3026712_rf_level_2_recording_200_no_ffcv_test_acc_94.02.pth,94.02,94.02,93.89,94.02,93.83,94.04,93.77,94.05,92.07,94.05,90.7,94.06,88.6,94.06,86.38,94.06,77.39,94.04,62.21,94.05,27.88,93.96,10.0,93.96,10.0,93.83,10.0,93.77,10.0,93.65,10.0,93.65,10.0,93.61,10.0,93.64,10.0,93.69,10.0,93.72,10.0
resnet50_normal_cifar10_1727020470.6639943_rf_level_2_recording_200_no_ffcv_test_acc_94.15.pth,94.15,94.15,94.06,94.15,94.05,94.11,93.9,94.09,91.7,94.15,88.56,94.15,84.72,94.15,79.79,94.15,69.94,94.13,52.84,94.03,16.7,93.96,10.15,93.93,10.0,93.91,10.0,93.85,10.0,93.74,10.0,93.77,10.0,93.74,10.0,93.71,10.0,93.71,10.0,93.64,10.0
resnet50_normal_cifar10_1727020462.50258_rf_level_2_recording_200_no_ffcv_test_acc_93.81.pth,93.81,93.81,93.71,93.81,93.71,93.78,93.51,93.77,73.14,93.78,61.33,93.76,51.05,93.76,47.53,93.77,41.53,93.78,24.48,93.74,19.59,93.79,18.74,93.77,19.02,93.79,18.89,93.75,18.81,93.67,15.09,93.71,10.0,93.65,15.57,93.63,10.0,93.62,10.0,93.7,10.0
