pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084106445
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023078071,0.024353027
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03397624,0.041578505,0.04599338
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056440566,0.11842346,0.15565999,0.1741299
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30211216,0.41863674,0.4985148,0.5412937,0.56184554
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22606236,0.3632677,0.5599992,0.65734184,0.7013516,0.7212406
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.8960495,0.92241836,0.9429635,0.9779002,0.98624843,0.9896062,0.9909456
4.2385525e-07,features.31,4.2385525e-07,4.2385525e-07,4.2385525e-07,4.2385525e-07,4.2385525e-07,0.91160923,0.91222256,0.95260364,0.9766812,0.9947357,0.99779296,0.9981274,0.99821514
4.2385525e-07,features.34,4.2385525e-07,4.2385525e-07,4.2385525e-07,4.2385525e-07,0.9171761,0.91242516,0.9129791,0.9513664,0.9745339,0.9929924,0.99630356,0.99722457,0.9974467
0.0,features.37,0.0,0.0,0.0,0.9178403,0.908947,0.90509963,0.905543,0.94052166,0.9616017,0.9866727,0.9933188,0.9954368,0.9959848
0.0,features.40,0.0,0.0,0.9198532,0.9069612,0.9007157,0.8984511,0.89872277,0.9266574,0.94941586,0.976259,0.98271435,0.98544186,0.98653156
0.0,features.43,0.0,0.914864,0.89851165,0.89403915,0.8923772,0.8917385,0.89182025,0.9038192,0.9148208,0.9281968,0.93728596,0.9423468,0.94475514
0.0,features.46,0.9000808,0.8923111,0.8893971,0.8891114,0.8890046,0.88898003,0.8889817,0.88994,0.89230263,0.899303,0.9068523,0.9115414,0.913976
0.89999986,features.49,0.8999193,0.8928248,0.8922382,0.8920479,0.8917792,0.8916965,0.8917058,0.89236706,0.8928172,0.89912117,0.907291,0.9126121,0.91528916
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
