Name,Dense Accuracy,GMP Acc layer4.2.conv3-layer4.2.conv3,RANDOM Acc layer4.2.conv3-layer4.2.conv3,GMP Acc layer4.1.conv3-layer4.2.conv3,RANDOM Acc layer4.1.conv3-layer4.2.conv3,GMP Acc layer4.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer4.0.shortcut.0-layer4.2.conv3,GMP Acc layer4.0.conv3-layer4.2.conv3,RANDOM Acc layer4.0.conv3-layer4.2.conv3,GMP Acc layer3.5.conv3-layer4.2.conv3,RANDOM Acc layer3.5.conv3-layer4.2.conv3,GMP Acc layer3.4.conv3-layer4.2.conv3,RANDOM Acc layer3.4.conv3-layer4.2.conv3,GMP Acc layer3.3.conv3-layer4.2.conv3,RANDOM Acc layer3.3.conv3-layer4.2.conv3,GMP Acc layer3.2.conv3-layer4.2.conv3,RANDOM Acc layer3.2.conv3-layer4.2.conv3,GMP Acc layer3.1.conv3-layer4.2.conv3,RANDOM Acc layer3.1.conv3-layer4.2.conv3,GMP Acc layer3.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer3.0.shortcut.0-layer4.2.conv3,GMP Acc layer3.0.conv3-layer4.2.conv3,RANDOM Acc layer3.0.conv3-layer4.2.conv3,GMP Acc layer2.3.conv3-layer4.2.conv3,RANDOM Acc layer2.3.conv3-layer4.2.conv3,GMP Acc layer2.2.conv3-layer4.2.conv3,RANDOM Acc layer2.2.conv3-layer4.2.conv3,GMP Acc layer2.1.conv3-layer4.2.conv3,RANDOM Acc layer2.1.conv3-layer4.2.conv3,GMP Acc layer2.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer2.0.shortcut.0-layer4.2.conv3,GMP Acc layer2.0.conv3-layer4.2.conv3,RANDOM Acc layer2.0.conv3-layer4.2.conv3,GMP Acc layer1.2.conv3-layer4.2.conv3,RANDOM Acc layer1.2.conv3-layer4.2.conv3,GMP Acc layer1.1.conv3-layer4.2.conv3,RANDOM Acc layer1.1.conv3-layer4.2.conv3,GMP Acc layer1.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer1.0.shortcut.0-layer4.2.conv3,GMP Acc layer1.0.conv3-layer4.2.conv3,RANDOM Acc layer1.0.conv3-layer4.2.conv3,GMP Acc layer4.2.conv2-layer4.2.conv2,RANDOM Acc layer4.2.conv2-layer4.2.conv2,GMP Acc layer4.2.conv1-layer4.2.conv2,RANDOM Acc layer4.2.conv1-layer4.2.conv2,GMP Acc layer4.1.conv2-layer4.2.conv2,RANDOM Acc layer4.1.conv2-layer4.2.conv2,GMP Acc layer4.1.conv1-layer4.2.conv2,RANDOM Acc layer4.1.conv1-layer4.2.conv2,GMP Acc layer4.0.conv2-layer4.2.conv2,RANDOM Acc layer4.0.conv2-layer4.2.conv2,GMP Acc layer4.0.conv1-layer4.2.conv2,RANDOM Acc layer4.0.conv1-layer4.2.conv2,GMP Acc layer3.5.conv2-layer4.2.conv2,RANDOM Acc layer3.5.conv2-layer4.2.conv2,GMP Acc layer3.5.conv1-layer4.2.conv2,RANDOM Acc layer3.5.conv1-layer4.2.conv2,GMP Acc layer3.4.conv2-layer4.2.conv2,RANDOM Acc layer3.4.conv2-layer4.2.conv2,GMP Acc layer3.4.conv1-layer4.2.conv2,RANDOM Acc layer3.4.conv1-layer4.2.conv2,GMP Acc layer3.3.conv2-layer4.2.conv2,RANDOM Acc layer3.3.conv2-layer4.2.conv2,GMP Acc layer3.3.conv1-layer4.2.conv2,RANDOM Acc layer3.3.conv1-layer4.2.conv2,GMP Acc layer3.2.conv2-layer4.2.conv2,RANDOM Acc layer3.2.conv2-layer4.2.conv2,GMP Acc layer3.2.conv1-layer4.2.conv2,RANDOM Acc layer3.2.conv1-layer4.2.conv2,GMP Acc layer3.1.conv2-layer4.2.conv2,RANDOM Acc layer3.1.conv2-layer4.2.conv2,GMP Acc layer3.1.conv1-layer4.2.conv2,RANDOM Acc layer3.1.conv1-layer4.2.conv2,GMP Acc layer3.0.conv2-layer4.2.conv2,RANDOM Acc layer3.0.conv2-layer4.2.conv2,GMP Acc layer3.0.conv1-layer4.2.conv2,RANDOM Acc layer3.0.conv1-layer4.2.conv2,GMP Acc layer2.3.conv2-layer4.2.conv2,RANDOM Acc layer2.3.conv2-layer4.2.conv2,GMP Acc layer2.3.conv1-layer4.2.conv2,RANDOM Acc layer2.3.conv1-layer4.2.conv2,GMP Acc layer2.2.conv2-layer4.2.conv2,RANDOM Acc layer2.2.conv2-layer4.2.conv2,GMP Acc layer2.2.conv1-layer4.2.conv2,RANDOM Acc layer2.2.conv1-layer4.2.conv2,GMP Acc layer2.1.conv2-layer4.2.conv2,RANDOM Acc layer2.1.conv2-layer4.2.conv2,GMP Acc layer2.1.conv1-layer4.2.conv2,RANDOM Acc layer2.1.conv1-layer4.2.conv2,GMP Acc layer2.0.conv2-layer4.2.conv2,RANDOM Acc layer2.0.conv2-layer4.2.conv2,GMP Acc layer2.0.conv1-layer4.2.conv2,RANDOM Acc layer2.0.conv1-layer4.2.conv2,GMP Acc layer1.2.conv2-layer4.2.conv2,RANDOM Acc layer1.2.conv2-layer4.2.conv2,GMP Acc layer1.2.conv1-layer4.2.conv2,RANDOM Acc layer1.2.conv1-layer4.2.conv2,GMP Acc layer1.1.conv2-layer4.2.conv2,RANDOM Acc layer1.1.conv2-layer4.2.conv2,GMP Acc layer1.1.conv1-layer4.2.conv2,RANDOM Acc layer1.1.conv1-layer4.2.conv2,GMP Acc layer1.0.conv2-layer4.2.conv2,RANDOM Acc layer1.0.conv2-layer4.2.conv2,GMP Acc layer1.0.conv1-layer4.2.conv2,RANDOM Acc layer1.0.conv1-layer4.2.conv2
resnet50_normal_cifar10_1727020463.0153637_rf_level_1_recording_200_no_ffcv_test_acc_95.2.pth,95.2,95.15,94.77,95.15,91.29,95.2,90.6,95.02,30.85,94.96,22.19,94.57,19.74,94.32,19.64,93.88,19.54,92.86,19.47,91.31,17.9,89.57,10.0,89.48,10.01,89.24,10.0,89.01,10.14,88.22,10.0,87.89,10.0,87.82,10.0,87.82,10.0,87.85,10.0,87.77,10.0,95.14,94.82,95.12,94.68,94.78,92.73,94.7,90.0,93.86,60.72,93.21,42.39,91.67,32.02,90.61,26.27,87.45,19.34,84.63,17.48,84.06,14.68,82.71,13.65,82.0,16.51,80.69,14.88,78.11,15.75,77.09,15.51,71.11,11.91,69.67,11.0,68.56,12.04,67.16,10.87,66.18,13.05,65.39,12.64,64.89,11.72,64.46,12.06,62.24,12.85,61.2,11.28,61.11,11.6,61.29,13.01,61.45,12.55,61.5,11.95,61.51,11.47,61.03,12.52
resnet50_normal_cifar10_seed.0_rf_level_1_recording_200_no_ffcv_test_acc_94.99.pth,94.99,94.95,94.48,94.91,86.93,94.91,83.64,94.86,10.0,94.83,10.0,94.79,10.0,94.73,10.0,94.53,10.0,94.24,10.0,94.05,10.0,93.68,10.0,93.62,10.0,93.66,10.0,93.54,10.0,93.49,10.0,93.55,10.0,93.49,10.0,93.5,10.0,93.52,10.0,93.48,10.0,94.92,94.48,94.8,94.42,94.48,92.79,94.43,89.26,93.89,60.97,93.41,43.83,93.16,32.77,92.85,33.13,92.43,20.58,92.03,21.24,91.13,14.94,90.21,12.82,88.06,12.01,86.78,11.89,84.45,11.41,83.46,11.16,78.79,10.0,76.52,10.0,75.39,10.0,73.95,10.0,73.66,10.0,72.42,10.0,70.75,10.0,69.88,10.0,67.25,10.0,66.68,10.0,66.81,10.0,66.42,10.0,66.59,10.0,66.44,10.0,66.33,10.0,66.25,10.0
resnet50_normal_cifar10_1726773378.6547081_rf_level_1_recording_200_no_ffcv_test_acc_94.71.pth,94.71,94.71,94.63,94.72,93.66,94.71,92.81,94.62,31.41,94.62,27.56,94.64,16.77,94.65,10.55,94.71,10.0,94.67,10.0,94.39,10.0,94.11,10.0,94.14,10.0,94.06,10.0,94.06,10.0,93.86,10.0,93.8,10.0,93.84,10.0,93.78,10.0,93.82,10.0,93.69,10.0,94.7,94.51,94.68,94.45,94.59,94.43,94.62,94.4,94.41,93.2,94.12,90.69,94.09,85.48,94.03,78.99,93.84,59.81,93.83,47.21,93.34,34.38,92.76,35.07,91.91,29.32,91.45,27.34,89.8,30.67,88.95,32.45,86.42,22.81,84.98,21.45,85.11,22.31,85.27,20.22,85.24,20.98,84.44,22.96,84.54,20.4,83.2,20.77,82.6,20.66,82.07,20.22,82.04,19.09,81.44,19.35,81.15,21.27,80.91,19.98,80.08,18.78,79.97,20.51
resnet50_normal_cifar10_1727020462.8526177_rf_level_1_recording_200_no_ffcv_test_acc_95.2.pth,95.2,95.09,75.99,95.05,72.1,95.06,66.34,94.73,10.0,94.75,10.0,94.54,10.0,94.48,10.0,94.34,10.0,93.91,10.0,93.0,10.0,92.3,10.0,92.07,10.0,91.9,10.0,91.74,10.0,91.39,10.0,91.16,10.0,91.11,10.0,91.07,10.0,90.98,10.0,90.92,10.0,94.77,93.65,94.72,91.06,94.87,89.23,94.65,89.43,93.82,52.05,93.08,44.81,93.14,27.91,92.83,39.15,91.11,25.1,90.48,24.16,89.48,18.3,88.29,20.21,85.19,11.52,83.35,12.13,79.69,10.95,78.4,10.07,72.73,10.0,71.12,10.0,70.29,10.0,69.03,10.0,68.6,10.0,67.71,10.0,67.16,10.0,66.68,10.0,65.82,10.0,64.43,10.0,64.26,10.0,64.25,10.0,64.04,10.0,63.59,10.0,63.35,9.99,63.77,10.0
