Name,Dense Accuracy,GMP Acc layer4.2.conv3-layer4.2.conv3,RANDOM Acc layer4.2.conv3-layer4.2.conv3,GMP Acc layer4.1.conv3-layer4.2.conv3,RANDOM Acc layer4.1.conv3-layer4.2.conv3,GMP Acc layer4.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer4.0.shortcut.0-layer4.2.conv3,GMP Acc layer4.0.conv3-layer4.2.conv3,RANDOM Acc layer4.0.conv3-layer4.2.conv3,GMP Acc layer3.5.conv3-layer4.2.conv3,RANDOM Acc layer3.5.conv3-layer4.2.conv3,GMP Acc layer3.4.conv3-layer4.2.conv3,RANDOM Acc layer3.4.conv3-layer4.2.conv3,GMP Acc layer3.3.conv3-layer4.2.conv3,RANDOM Acc layer3.3.conv3-layer4.2.conv3,GMP Acc layer3.2.conv3-layer4.2.conv3,RANDOM Acc layer3.2.conv3-layer4.2.conv3,GMP Acc layer3.1.conv3-layer4.2.conv3,RANDOM Acc layer3.1.conv3-layer4.2.conv3,GMP Acc layer3.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer3.0.shortcut.0-layer4.2.conv3,GMP Acc layer3.0.conv3-layer4.2.conv3,RANDOM Acc layer3.0.conv3-layer4.2.conv3,GMP Acc layer2.3.conv3-layer4.2.conv3,RANDOM Acc layer2.3.conv3-layer4.2.conv3,GMP Acc layer2.2.conv3-layer4.2.conv3,RANDOM Acc layer2.2.conv3-layer4.2.conv3,GMP Acc layer2.1.conv3-layer4.2.conv3,RANDOM Acc layer2.1.conv3-layer4.2.conv3,GMP Acc layer2.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer2.0.shortcut.0-layer4.2.conv3,GMP Acc layer2.0.conv3-layer4.2.conv3,RANDOM Acc layer2.0.conv3-layer4.2.conv3,GMP Acc layer1.2.conv3-layer4.2.conv3,RANDOM Acc layer1.2.conv3-layer4.2.conv3,GMP Acc layer1.1.conv3-layer4.2.conv3,RANDOM Acc layer1.1.conv3-layer4.2.conv3,GMP Acc layer1.0.shortcut.0-layer4.2.conv3,RANDOM Acc layer1.0.shortcut.0-layer4.2.conv3,GMP Acc layer1.0.conv3-layer4.2.conv3,RANDOM Acc layer1.0.conv3-layer4.2.conv3
resnet50_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_90.58.pth,90.58,90.49,90.28,90.27,90.07,89.23,84.37,87.67,19.93,86.33,17.18,84.54,20.92,82.38,17.82,79.32,18.81,72.29,18.29,64.56,12.03,56.85,10.0,53.67,10.0,51.49,10.0,48.27,10.0,41.52,10.0,35.69,10.0,33.48,10.0,32.47,10.0,30.4,10.0,27.97,10.0
resnet50_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_90.59.pth,90.59,90.47,90.3,90.29,89.91,89.29,87.14,87.1,15.25,85.71,13.85,84.4,15.23,81.48,14.12,76.96,12.38,71.35,11.22,65.23,10.0,55.44,10.0,52.59,10.0,46.89,10.0,40.19,10.0,33.99,10.0,29.27,10.0,27.8,10.0,24.58,10.0,23.55,10.0,22.01,10.0
resnet50_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_90.71.pth,90.71,90.62,90.57,90.52,89.96,89.0,85.02,87.39,31.14,85.86,20.68,83.66,21.55,79.4,18.54,73.64,16.74,68.02,14.5,60.99,10.87,55.91,10.0,52.17,10.0,48.73,10.0,45.6,10.0,38.84,10.0,35.5,10.0,33.13,10.0,31.38,10.0,30.76,10.0,30.01,10.0
resnet50_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_90.56.pth,90.56,90.46,90.27,90.33,89.73,89.26,85.56,86.48,15.47,84.41,14.77,80.91,10.13,77.27,10.14,70.61,10.31,63.76,10.01,56.56,10.0,46.67,10.0,43.46,10.0,40.65,10.0,35.97,10.0,32.04,10.0,29.94,10.0,29.3,10.0,27.97,10.0,27.34,10.0,26.82,10.0
resnet50_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_90.74.pth,90.74,90.71,90.6,90.62,90.14,88.54,84.11,82.08,18.35,79.48,16.59,74.97,10.66,69.13,11.29,62.96,10.08,55.95,14.13,49.47,10.0,43.27,10.0,41.26,10.0,37.98,10.0,35.17,10.0,33.08,10.0,29.02,10.0,28.28,10.0,27.85,10.0,26.08,10.0,25.13,10.0
resnet50_normal_cifar10_rf_level_3_ekfac_optim_hyper_saturation_200_gc_0_test_acc_90.87.pth,90.87,90.68,90.58,90.48,89.86,89.45,82.15,86.43,20.61,84.89,13.91,83.09,12.01,79.06,10.79,73.71,10.24,67.06,10.0,56.65,10.0,47.59,10.0,42.14,10.0,38.27,10.0,33.01,10.0,27.81,10.0,25.0,10.0,24.92,10.0,23.75,10.0,21.56,10.0,20.12,10.0
