Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131740816.0,0.5800197720527649,2.0562532654366805e-07,31.08,0.5800475478172302,3.2460047805216163e-07,31.1
0,4083965296.0,0.5722551345825195,2.4604887016721477e-07,31.7,0.5723736882209778,3.1453453175345203e-07,31.84
10,43606210096.0,0.455873966217041,2.5522624014229223e-07,52.84,0.4626385569572449,3.4792071801348357e-07,52.58
20,83128454896.0,0.43739423155784607,2.967228738270933e-07,57.8,0.4447329640388489,3.6615242038351425e-07,57.62
30,122650699696.0,0.4061499536037445,2.9149796887395496e-07,66.96,0.41430357098579407,3.9708294252704945e-07,65.57
40,162172944496.0,0.3046213388442993,6.635541467403527e-07,83.4,0.3204587697982788,6.446865086218168e-07,80.53
50,201695189296.0,0.28518959879875183,1.2099391142328386e-06,87.58,0.3078567385673523,1.456727545701142e-06,83.7
60,241217434096.0,0.28456297516822815,1.8472684359949199e-06,87.62,0.3079829216003418,1.7372658476233482e-06,84.0
70,280739678896.0,0.2800472676753998,2.4822873001539847e-06,87.68,0.3063967823982239,2.331338009753381e-06,83.97
80,320261923696.0,0.26853376626968384,5.879603577341186e-06,87.34,0.29480794072151184,6.946582743694307e-06,84.02
90,359784168496.0,0.2335376888513565,1.27847406474757e-05,86.78,0.26835620403289795,1.4627856216975488e-05,84.05
