Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,76.06,76.1,76.23,76.61,0.45226502418518066,76.85,76.95,73.96,73.11,0.712424635887146
0.6,76.06,76.09,76.01,76.61,0.4523860514163971,77.05,76.95,73.68,73.12,0.7124621272087097
0.6,76.06,75.83,76.03,76.59,0.452457070350647,76.98,76.95,73.37,73.13,0.7124344110488892
0.6,76.06,75.96,76.24,76.62,0.45247161388397217,77.0,76.95,73.85,73.09,0.7123906016349792
0.6,76.06,75.96,76.23,76.62,0.45241260528564453,77.04,76.95,73.48,73.12,0.7124660611152649
0.6,76.06,76.07,76.16,76.59,0.4523186683654785,76.98,76.95,73.58,73.11,0.7124194502830505
0.6,76.06,76.12,76.18,76.6,0.45240458846092224,76.87,76.95,73.49,73.11,0.7124219536781311
0.6,76.06,75.99,76.03,76.64,0.4524691104888916,77.03,76.95,73.74,73.14,0.7124354243278503
0.6,76.06,76.19,76.08,76.61,0.4524135887622833,77.01,76.95,73.48,73.11,0.7124401330947876
0.6,76.06,75.9,76.22,76.63,0.4525161683559418,77.05,76.95,74.0,73.06,0.7123932242393494
