Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,74.29,72.55,67.29,76.93,0.0123885627835989,75.22,76.93,1.0,1.0,0.9773975014686584
0.6,74.29,71.66,67.02,76.93,0.01241771224886179,75.93,76.93,1.0,1.0,0.9774030447006226
0.6,74.29,71.97,67.05,76.93,0.012380336411297321,75.48,76.93,1.0,1.0,0.977385938167572
0.6,74.29,72.25,68.45,76.93,0.012357092462480068,75.71,76.93,1.0,1.0,0.977405846118927
0.6,74.29,72.06,67.04,76.93,0.01235295832157135,75.3,76.93,1.0,1.0,0.9774188995361328
0.6,74.29,72.39,66.53,76.93,0.012400036677718163,76.18,76.93,1.0,1.0,0.9773969054222107
0.6,74.29,71.47,66.82,76.93,0.012358189560472965,75.64,76.93,1.0,1.0,0.9774311780929565
0.6,74.29,73.04,65.33,76.93,0.012386875227093697,76.1,76.93,1.0,1.0,0.9774286150932312
0.6,74.29,71.79,65.66,76.93,0.0123772993683815,75.53,76.93,1.0,1.0,0.9774028062820435
0.6,74.29,71.3,65.75,76.93,0.012382487766444683,75.39,76.93,1.0,1.0,0.9773877859115601
