Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,94.86,94.54,91.9,95.1,0.04194934666156769,94.92,95.1,10.0,10.0,0.9896045327186584
0.7,94.86,94.36,92.17,95.1,0.04190164431929588,94.87,95.1,10.0,10.0,0.9895819425582886
0.7,94.86,94.5,92.05,95.1,0.04198502004146576,94.92,95.1,10.0,10.0,0.9895869493484497
0.7,94.86,94.41,91.58,95.1,0.041912276297807693,94.87,95.1,10.0,10.0,0.9895719885826111
0.7,94.86,94.4,92.15,95.1,0.04196414351463318,94.9,95.1,10.0,10.0,0.9895930290222168
0.7,94.86,94.61,92.22,95.1,0.04196244478225708,94.9,95.1,10.0,10.0,0.9895769953727722
0.7,94.86,94.65,92.05,95.1,0.04198799654841423,94.96,95.1,10.0,10.0,0.9895920157432556
0.7,94.86,94.36,92.36,95.1,0.041910022497177124,94.81,95.1,10.0,10.0,0.9896179437637329
0.7,94.86,94.63,92.21,95.1,0.041974008083343506,94.74,95.1,10.0,10.0,0.989592969417572
0.7,94.86,94.1,91.95,95.1,0.04195517301559448,94.69,95.1,10.0,10.0,0.9895938038825989
