Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.8,90.05,93.19,94.47,95.42,0.289510577917099,95.28,95.4,12.03,24.97,0.9690240621566772
0.8,90.05,92.56,94.52,95.42,0.28948524594306946,95.3,95.4,11.88,24.86,0.9690029621124268
0.8,90.05,93.03,94.32,95.41,0.28957679867744446,95.18,95.4,13.04,25.04,0.9690318703651428
0.8,90.05,92.75,94.5,95.42,0.28933194279670715,95.28,95.4,20.51,24.89,0.9690210223197937
0.8,90.05,93.33,94.34,95.42,0.2894343137741089,95.38,95.4,14.36,25.07,0.9689909815788269
0.8,90.05,93.17,94.26,95.42,0.2893775701522827,95.28,95.4,17.56,24.84,0.9689750671386719
0.8,90.05,93.2,94.51,95.42,0.28945356607437134,95.33,95.4,20.47,24.97,0.9690235257148743
0.8,90.05,92.64,94.48,95.42,0.28949329257011414,95.19,95.4,15.13,24.93,0.9690388441085815
0.8,90.05,93.45,94.28,95.42,0.28952139616012573,95.19,95.4,17.06,24.95,0.9690061807632446
0.8,90.05,93.02,94.44,95.42,0.28933659195899963,95.33,95.4,13.49,24.99,0.9689956903457642
