Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,1.62,1.68,2.08,74.46,0.6859505772590637,75.2,76.95,1.01,1.0,0.9934638142585754
0.95,1.62,3.38,2.16,74.46,0.6858619451522827,75.59,76.95,1.37,1.0,0.9934735298156738
0.95,1.62,2.07,2.35,74.43,0.6858893632888794,75.22,76.95,0.59,1.0,0.9934694766998291
0.95,1.62,4.33,2.26,74.44,0.6859140396118164,75.46,76.95,1.0,1.0,0.9934704899787903
0.95,1.62,1.17,1.84,74.45,0.685799241065979,74.74,76.95,1.0,1.0,0.9934747219085693
0.95,1.62,2.0,1.77,74.46,0.685794472694397,75.75,76.95,1.0,1.0,0.9934614300727844
0.95,1.62,2.55,2.33,74.43,0.6858224272727966,75.33,76.95,1.42,1.0,0.993478000164032
0.95,1.62,2.49,1.51,74.38,0.6856676340103149,75.43,76.95,1.0,1.0,0.9934697151184082
0.95,1.62,2.89,2.01,74.44,0.6859532594680786,75.77,76.95,1.0,1.0,0.9934687614440918
0.95,1.62,1.6,1.5,74.42,0.6858936548233032,75.39,76.95,1.01,1.0,0.9934616088867188
