Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.95,1.0,1.0,1.0,1.0,0.9281711578369141,71.44,71.43
0.95,1.0,1.0,1.0,1.0,0.9281711578369141,71.44,71.43
0.95,1.0,1.0,1.0,1.0,0.9281683564186096,71.36,71.43
0.95,1.0,1.0,1.0,1.0,0.9281556010246277,71.35,71.43
0.95,1.0,1.0,1.0,1.0,0.9281947612762451,71.3,71.43
0.95,1.0,1.0,1.0,1.0,0.9281575083732605,71.27,71.43
0.95,1.0,1.0,1.0,1.0,0.9281673431396484,71.37,71.43
0.95,1.0,1.0,1.0,1.0,0.9281536340713501,71.37,71.43
0.95,1.0,1.0,1.0,1.0,0.9281458258628845,71.16,71.43
0.95,1.0,1.0,1.0,1.0,0.9281638860702515,71.25,71.43
